id,region,province,city,address,has_listo_para_comer,has_cafe_service
708,Andalucía,Almería,Adra,"Paseo Doctor Severo Ochoa, 64",f,f
709,Andalucía,Almería,Vícar,"C/ Asia, 142",t,f
710,Andalucía,Almería,Vícar,"C/ Rey, 200",f,f
711,Andalucía,Almería,Berja,"Avda. San Antonio, 172",t,f
712,Andalucía,Almería,Huércal-Overa,"Paseo San Francisco, 50",f,f
713,Andalucía,Almería,Huércal-Overa,"C/ Rey, 57",f,f
714,Andalucía,Huelva,Huelva,"C/ Aragón, 132",f,f
715,Andalucía,Huelva,Huelva,"Plaza Almendro, 129",f,f
716,Andalucía,Huelva,Huelva,"Avda. Fuente, 199",f,f
717,Andalucía,Huelva,Huelva,"C/ Mar, 117",f,f
718,Andalucía,Huelva,Huelva,"C/ Río Ebro, 10",t,f
719,Andalucía,Huelva,Huelva,"Bulevar Libertad, 59",f,t
720,Andalucía,Huelva,Huelva,"Plaza Naranjo, 19",f,f
721,Andalucía,Huelva,Huelva,"C/ Luna, 30",f,t
722,Andalucía,Huelva,Huelva,"Plaza Abogado, 138",f,f
723,Andalucía,Huelva,Lepe,"C/ Abogado, 160",f,f
724,Andalucía,Huelva,Lepe,"Ronda Esperanza, 171",f,f
725,Andalucía,Huelva,Lepe,"Ronda Antonio Machado, 105",t,f
726,Andalucía,Huelva,Ayamonte,"Plaza Río Segura, 37",t,t
727,Andalucía,Huelva,Ayamonte,"C/ Maestro Falla, 85",f,f
728,Andalucía,Huelva,Moguer,"Avda. Calvo Sotelo, 189",f,f
729,Andalucía,Huelva,Moguer,"C/ Doctor Marañón, 111",f,f
730,Andalucía,Huelva,Almonte,"C/ Castelar, 100",f,f
731,Andalucía,Huelva,Almonte,"Paseo Galicia, 117",t,f
732,Andalucía,Huelva,Isla Cristina,"C/ Fuente, 129",t,f
733,Andalucía,Huelva,Isla Cristina,"Bulevar Generalísimo, 115",f,f
734,Comunidad de Madrid,Madrid,Madrid,"Plaza Notario, 61",t,f
735,Comunidad de Madrid,Madrid,Madrid,"C/ Comercio, 127",f,f
736,Comunidad de Madrid,Madrid,Madrid,"Calle Paz, 50",f,f
737,Comunidad de Madrid,Madrid,Madrid,"Ronda Mayor, 31",f,f
738,Comunidad de Madrid,Madrid,Madrid,"C/ Naranjo, 36",f,f
739,Comunidad de Madrid,Madrid,Madrid,"C/ General Mola, 72",f,f
740,Comunidad de Madrid,Madrid,Madrid,"Ronda Generalísimo, 142",f,f
741,Comunidad de Madrid,Madrid,Madrid,"Ronda Gran Vía, 171",f,f
742,Comunidad de Madrid,Madrid,Madrid,"Plaza Constitución, 16",t,f
743,Comunidad de Madrid,Madrid,Madrid,"Paseo Pintor Sorolla, 132",t,f
744,Comunidad de Madrid,Madrid,Madrid,"Bulevar Independencia, 8",t,f
745,Comunidad de Madrid,Madrid,Madrid,"Avda. Reina, 16",f,f
746,Comunidad de Madrid,Madrid,Madrid,"Ronda Maestra Justa, 130",t,f
747,Comunidad de Madrid,Madrid,Madrid,"Ronda Poeta Machado, 140",t,f
748,Comunidad de Madrid,Madrid,Madrid,"Paseo Reina, 107",f,f
749,Comunidad de Madrid,Madrid,Madrid,"Paseo Comercio, 84",f,f
750,Comunidad de Madrid,Madrid,Madrid,"C/ Río Turia, 134",t,f
751,Comunidad de Madrid,Madrid,Madrid,"Calle Calvo Sotelo, 28",t,t
752,Comunidad de Madrid,Madrid,Madrid,"Plaza Periodista, 33",f,f
753,Comunidad de Madrid,Madrid,Madrid,"Calle Poeta Machado, 190",f,f
754,Comunidad de Madrid,Madrid,Madrid,"Paseo Rey, 175",t,f
755,Comunidad de Madrid,Madrid,Madrid,"Calle Europa, 108",t,t
756,Comunidad de Madrid,Madrid,Madrid,"C/ Pintor Sorolla, 122",f,f
757,Comunidad de Madrid,Madrid,Madrid,"Bulevar Cataluña, 160",t,f
758,Comunidad de Madrid,Madrid,Madrid,"C/ Reina, 68",f,f
759,Comunidad de Madrid,Madrid,Madrid,"C/ España, 50",f,t
760,Comunidad de Madrid,Madrid,Madrid,"C/ Antonio Machado, 99",f,f
761,Comunidad de Madrid,Madrid,Madrid,"Paseo Abogado, 177",f,t
762,Comunidad de Madrid,Madrid,Madrid,"Ronda Doctor Gregorio Marañón, 39",f,t
763,Comunidad de Madrid,Madrid,Madrid,"Avda. Rey, 170",f,f
764,Comunidad de Madrid,Madrid,Madrid,"C/ Arquitecto Gaudí, 25",f,t
765,Comunidad de Madrid,Madrid,Madrid,"C/ Conde, 175",t,f
766,Comunidad de Madrid,Madrid,Madrid,"C/ Santa Ana, 97",f,t
767,Comunidad de Madrid,Madrid,Madrid,"Plaza Castelar, 99",f,f
768,Comunidad de Madrid,Madrid,Madrid,"Plaza Naranjo, 82",t,f
769,Comunidad de Madrid,Madrid,Madrid,"Avda. San Juan, 32",f,t
770,Comunidad de Madrid,Madrid,Madrid,"C/ General Mola, 177",t,f
771,Comunidad de Madrid,Madrid,Madrid,"C/ Paz, 24",f,f
772,Comunidad de Madrid,Madrid,Madrid,"Calle Doctor Severo Ochoa, 67",t,f
773,Comunidad de Madrid,Madrid,Madrid,"C/ Cruz, 15",f,f
774,Comunidad de Madrid,Madrid,Madrid,"Bulevar Rey, 163",f,f
775,Comunidad de Madrid,Madrid,Madrid,"C/ Maestro Falla, 129",f,f
776,Comunidad de Madrid,Madrid,Madrid,"Bulevar San Pedro, 27",f,f
777,Comunidad de Madrid,Madrid,Madrid,"C/ España, 187",t,f
778,Comunidad de Madrid,Madrid,Madrid,"Paseo Comercio, 56",f,f
779,Comunidad de Madrid,Madrid,Madrid,"Ronda Naranjo, 196",f,f
780,Comunidad de Madrid,Madrid,Madrid,"Ronda Independencia, 157",f,f
781,Comunidad de Madrid,Madrid,Madrid,"Paseo Doctor Fleming, 61",f,f
782,Comunidad de Madrid,Madrid,Madrid,"C/ Cataluña, 61",f,f
783,Comunidad de Madrid,Madrid,Madrid,"Avda. Poeta Nicolás Guillén, 43",f,f
784,Comunidad de Madrid,Madrid,Madrid,"Avda. Poeta Machado, 128",f,t
785,Comunidad de Madrid,Madrid,Madrid,"Paseo Asia, 129",f,f
786,Comunidad de Madrid,Madrid,Madrid,"Bulevar Pintor Sorolla, 79",t,f
787,Comunidad de Madrid,Madrid,Madrid,"Calle Jovellanos, 89",f,f
788,Comunidad de Madrid,Madrid,Madrid,"Ronda Comercio, 57",t,f
789,Comunidad de Madrid,Madrid,Madrid,"Plaza Alcalá, 31",f,f
790,Comunidad de Madrid,Madrid,Madrid,"C/ Aragón, 64",f,f
791,Comunidad de Madrid,Madrid,Madrid,"C/ Valencia, 64",f,f
792,Comunidad de Madrid,Madrid,Madrid,"Paseo Isabel II, 134",t,f
793,Comunidad de Madrid,Madrid,Madrid,"C/ Comercio, 37",f,f
794,Comunidad de Madrid,Madrid,Madrid,"Avda. Duque, 53",f,f
795,Comunidad de Madrid,Madrid,Madrid,"Ronda África, 63",t,f
796,Comunidad de Madrid,Madrid,Madrid,"Paseo Gran Vía, 36",t,f
797,Comunidad de Madrid,Madrid,Madrid,"C/ Paz, 83",f,f
798,Comunidad de Madrid,Madrid,Madrid,"C/ Doctor Marañón, 129",f,f
799,Comunidad de Madrid,Madrid,Madrid,"C/ Poeta Machado, 117",f,f
800,Comunidad de Madrid,Madrid,Madrid,"Calle General Perón, 75",f,f
801,Comunidad de Madrid,Madrid,Madrid,"Plaza Calvo Sotelo, 103",f,f
802,Comunidad de Madrid,Madrid,Madrid,"C/ Abogado, 84",f,f
803,Comunidad de Madrid,Madrid,Madrid,"Ronda Isabel II, 151",f,f
804,Comunidad de Madrid,Madrid,Madrid,"C/ Abogado, 116",t,f
805,Comunidad de Madrid,Madrid,Madrid,"Plaza Abogado, 134",f,f
806,Comunidad de Madrid,Madrid,Madrid,"C/ Andalucía, 38",f,f
807,Comunidad de Madrid,Madrid,Madrid,"C/ Poeta Lorca, 148",f,f
808,Comunidad de Madrid,Madrid,Madrid,"Calle Santa Ana, 87",f,f
809,Comunidad de Madrid,Madrid,Madrid,"Ronda Cruz, 42",f,f
810,Comunidad de Madrid,Madrid,Madrid,"C/ Aeropuerto, 154",f,t
811,Comunidad de Madrid,Madrid,Madrid,"C/ Miguel Hernández, 169",t,f
812,Comunidad de Madrid,Madrid,Madrid,"C/ Victoria, 31",t,f
813,Comunidad de Madrid,Madrid,Madrid,"Plaza Generalísimo, 33",t,t
814,Comunidad de Madrid,Madrid,Madrid,"C/ Jovellanos, 152",f,f
815,Comunidad de Madrid,Madrid,Madrid,"C/ Almendro, 20",t,f
816,Comunidad de Madrid,Madrid,Madrid,"C/ Federico Chopin, 197",t,f
817,Comunidad de Madrid,Madrid,Madrid,"C/ Río Segura, 74",f,t
818,Comunidad de Madrid,Madrid,Madrid,"Bulevar Europa, 69",f,f
819,Comunidad de Madrid,Madrid,Madrid,"Bulevar Rey, 100",f,f
820,Comunidad de Madrid,Madrid,Madrid,"Bulevar Galicia, 99",t,f
821,Comunidad de Madrid,Madrid,Madrid,"Bulevar Abogado, 26",f,f
822,Comunidad de Madrid,Madrid,Madrid,"Calle Santa María, 91",t,f
823,Comunidad de Madrid,Madrid,Madrid,"C/ Alcalá, 191",f,f
824,Comunidad de Madrid,Madrid,Madrid,"C/ Doctor Severo Ochoa, 30",f,f
825,Comunidad de Madrid,Madrid,Madrid,"C/ Santa María, 80",f,f
826,Comunidad de Madrid,Madrid,Madrid,"C/ Federico García Lorca, 139",f,f
827,Comunidad de Madrid,Madrid,Madrid,"C/ Reina, 163",f,f
828,Comunidad de Madrid,Madrid,Madrid,"C/ Doctor Fleming, 106",f,t
829,Comunidad de Madrid,Madrid,Madrid,"Paseo Doctor Fleming, 185",f,f
830,Comunidad de Madrid,Madrid,Madrid,"Avda. Conde, 43",f,f
831,Comunidad de Madrid,Madrid,Madrid,"Avda. África, 153",t,f
832,Comunidad de Madrid,Madrid,Madrid,"Ronda Notario, 73",t,f
833,Comunidad de Madrid,Madrid,Madrid,"Plaza Mayor, 151",f,f
834,Comunidad de Madrid,Madrid,Madrid,"C/ Arquitecto Gaudí, 72",f,f
835,Comunidad de Madrid,Madrid,Madrid,"C/ Mar, 94",t,f
836,Comunidad de Madrid,Madrid,Madrid,"Bulevar Río Guadalquivir, 131",t,f
837,Comunidad de Madrid,Madrid,Madrid,"C/ Federico García Lorca, 126",t,t
838,Comunidad de Madrid,Madrid,Madrid,"Bulevar Antonio Machado, 107",t,f
839,Comunidad de Madrid,Madrid,Madrid,"C/ Sagasta, 192",t,f
840,Comunidad de Madrid,Madrid,Madrid,"C/ General Mola, 171",f,t
841,Comunidad de Madrid,Madrid,Madrid,"Avda. General Perón, 49",t,t
842,Comunidad de Madrid,Madrid,Madrid,"C/ Industria, 129",f,f
843,Comunidad de Madrid,Madrid,Madrid,"Ronda Generalísimo, 116",f,t
844,Comunidad de Madrid,Madrid,Madrid,"C/ Gloria, 4",t,f
845,Comunidad de Madrid,Madrid,Madrid,"C/ Sagasta, 92",f,t
846,Comunidad de Madrid,Madrid,Madrid,"C/ Santa Ana, 21",t,f
847,Comunidad de Madrid,Madrid,Móstoles,"Plaza Doctor Marañón, 178",f,f
848,Comunidad de Madrid,Madrid,Móstoles,"Avda. Colón, 51",f,f
849,Comunidad de Madrid,Madrid,Móstoles,"Bulevar Maestro Falla, 111",f,f
850,Comunidad de Madrid,Madrid,Móstoles,"Paseo Antonio Machado, 124",f,f
851,Comunidad de Madrid,Madrid,Móstoles,"C/ Calvo Sotelo, 165",t,f
852,Comunidad de Madrid,Madrid,Móstoles,"Ronda Conde, 79",f,f
853,Comunidad de Madrid,Madrid,Móstoles,"Calle Cruz, 54",t,f
854,Comunidad de Madrid,Madrid,Móstoles,"C/ Aragón, 86",f,f
855,Comunidad de Madrid,Madrid,Móstoles,"C/ Escultor Benlliure, 28",t,t
856,Comunidad de Madrid,Madrid,Leganés,"Plaza Trabajo, 123",t,t
857,Comunidad de Madrid,Madrid,Leganés,"Bulevar Teniente Coronel, 46",f,f
858,Comunidad de Madrid,Madrid,Leganés,"Avda. Beethoven, 128",f,f
859,Comunidad de Madrid,Madrid,Leganés,"Avda. Rey, 83",f,f
860,Comunidad de Madrid,Madrid,Leganés,"Avda. Príncipe, 102",f,f
861,Comunidad de Madrid,Madrid,Leganés,"Plaza Duque, 95",f,t
862,Comunidad de Madrid,Madrid,Leganés,"Bulevar General Mola, 69",f,t
863,Comunidad de Madrid,Madrid,Alcalá de Henares,"C/ Naranjo, 77",t,f
864,Comunidad de Madrid,Madrid,Alcalá de Henares,"Bulevar Poeta Nicolás Guillén, 151",f,f
865,Comunidad de Madrid,Madrid,Alcalá de Henares,"Calle Miguel Hernández, 107",t,f
866,Comunidad de Madrid,Madrid,Alcalá de Henares,"Ronda Pintor Sorolla, 169",f,f
867,Comunidad de Madrid,Madrid,Alcalá de Henares,"C/ San Antonio, 195",f,f
868,Comunidad de Madrid,Madrid,Alcalá de Henares,"Calle Maestro Rodrigo, 43",t,f
869,Comunidad de Madrid,Madrid,Alcalá de Henares,"Bulevar Aeropuerto, 170",f,f
870,Comunidad de Madrid,Madrid,Alcalá de Henares,"C/ Constitución, 55",t,f
871,Comunidad de Madrid,Madrid,Fuenlabrada,"Ronda Doctor Gregorio Marañón, 30",f,f
872,Comunidad de Madrid,Madrid,Fuenlabrada,"Paseo Generalísimo, 45",t,f
873,Comunidad de Madrid,Madrid,Fuenlabrada,"Plaza Galicia, 199",f,f
874,Comunidad de Madrid,Madrid,Fuenlabrada,"Calle Galicia, 149",f,f
875,Comunidad de Madrid,Madrid,Fuenlabrada,"Plaza Reina, 200",f,f
876,Comunidad de Madrid,Madrid,Fuenlabrada,"Bulevar Antonio Machado, 41",f,f
877,Comunidad de Madrid,Madrid,Fuenlabrada,"Calle Doctor Fleming, 184",f,f
878,Comunidad de Madrid,Madrid,Fuenlabrada,"C/ Paz, 147",f,f
879,Comunidad de Madrid,Madrid,Getafe,"C/ Príncipe, 112",f,f
880,Comunidad de Madrid,Madrid,Getafe,"C/ Sagasta, 165",f,f
881,Comunidad de Madrid,Madrid,Getafe,"Plaza Roble, 198",f,t
882,Comunidad de Madrid,Madrid,Getafe,"C/ San José, 181",f,f
883,Comunidad de Madrid,Madrid,Getafe,"Paseo Pintor Sorolla, 142",t,f
884,Comunidad de Madrid,Madrid,Getafe,"Bulevar Federico García Lorca, 163",f,f
885,Comunidad de Madrid,Madrid,Alcorcón,"C/ Santa Ana, 181",f,f
886,Comunidad de Madrid,Madrid,Alcorcón,"C/ Maestro Falla, 116",f,f
887,Comunidad de Madrid,Madrid,Alcorcón,"Plaza Mar, 120",f,f
888,Comunidad de Madrid,Madrid,Alcorcón,"C/ Victoria, 181",f,f
889,Comunidad de Madrid,Madrid,Alcorcón,"C/ Pino, 134",t,f
890,Comunidad de Madrid,Madrid,Alcorcón,"Plaza Farmacéutico, 169",f,f
891,Comunidad de Madrid,Madrid,Torrejón de Ardoz,"C/ San José, 88",f,t
892,Comunidad de Madrid,Madrid,Torrejón de Ardoz,"C/ Federico García Lorca, 169",t,f
893,Comunidad de Madrid,Madrid,Torrejón de Ardoz,"Avda. Pintor Sorolla, 7",f,f
894,Comunidad de Madrid,Madrid,Torrejón de Ardoz,"Paseo Jovellanos, 88",f,f
895,Comunidad de Madrid,Madrid,Torrejón de Ardoz,"C/ Pintor Sorolla, 88",t,f
896,Comunidad de Madrid,Madrid,Parla,"Paseo Río Turia, 172",t,f
897,Comunidad de Madrid,Madrid,Parla,"Plaza General Perón, 124",t,f
898,Comunidad de Madrid,Madrid,Parla,"C/ América, 41",f,f
899,Comunidad de Madrid,Madrid,Parla,"Calle Conde, 114",f,f
900,Comunidad de Madrid,Madrid,Parla,"Bulevar Arquitecto Gaudí, 164",f,f
901,Comunidad de Madrid,Madrid,Alcobendas,"Calle Sol, 29",f,f
902,Comunidad de Madrid,Madrid,Alcobendas,"Plaza Colón, 128",f,f
903,Comunidad de Madrid,Madrid,Alcobendas,"C/ Cervantes, 119",f,f
904,Comunidad de Madrid,Madrid,Alcobendas,"Bulevar Independencia, 175",f,f
905,Comunidad de Madrid,Madrid,Las Rozas,"Ronda Constitución, 1",t,f
906,Comunidad de Madrid,Madrid,Las Rozas,"C/ Roble, 79",f,f
907,Comunidad de Madrid,Madrid,Las Rozas,"Ronda Maestro Rodrigo, 136",t,f
908,Comunidad de Madrid,Madrid,Las Rozas,"C/ Maestro Rodrigo, 98",f,f
909,Comunidad de Madrid,Madrid,Pozuelo de Alarcón,"Avda. Periodista, 175",t,f
910,Comunidad de Madrid,Madrid,Pozuelo de Alarcón,"Avda. Isabel II, 150",t,f
911,Comunidad de Madrid,Madrid,Pozuelo de Alarcón,"Bulevar Conde, 135",f,f
912,Comunidad de Madrid,Madrid,Majadahonda,"Calle Comercio, 178",f,f
913,Comunidad de Madrid,Madrid,Majadahonda,"Avda. España, 17",f,t
914,Comunidad de Madrid,Madrid,Majadahonda,"C/ Asia, 135",t,f
915,Comunidad de Madrid,Madrid,Arganda del Rey,"C/ Comercio, 187",t,f
916,Comunidad de Madrid,Madrid,Arganda del Rey,"Avda. Independencia, 41",f,f
917,Comunidad de Madrid,Madrid,Arganda del Rey,"C/ España, 41",t,f
918,Comunidad de Madrid,Madrid,Collado Villalba,"C/ Río Segura, 15",f,f
919,Comunidad de Madrid,Madrid,Collado Villalba,"Ronda Almendro, 84",f,f
920,Comunidad de Madrid,Madrid,Collado Villalba,"C/ Periodista, 15",f,f
921,Comunidad de Madrid,Madrid,San Sebastián de los Reyes,"Avda. Farmacéutico, 52",f,f
922,Comunidad de Madrid,Madrid,San Sebastián de los Reyes,"C/ Arquitecto Gaudí, 121",t,f
923,Comunidad de Madrid,Madrid,San Sebastián de los Reyes,"C/ Alfonso XIII, 20",t,f
924,Comunidad de Madrid,Madrid,Rivas-Vaciamadrid,"Plaza Poeta Machado, 104",f,f
925,Comunidad de Madrid,Madrid,Rivas-Vaciamadrid,"Avda. Constitución, 198",t,f
926,Comunidad de Madrid,Madrid,Rivas-Vaciamadrid,"C/ Andalucía, 138",t,f
927,Comunidad de Madrid,Madrid,Valdemoro,"C/ Aragón, 57",t,f
928,Comunidad de Madrid,Madrid,Valdemoro,"Avda. Valencia, 50",t,f
929,Comunidad de Madrid,Madrid,Valdemoro,"Calle Doctor Fleming, 156",t,f
930,Comunidad de Madrid,Madrid,Coslada,"C/ Esperanza, 69",t,f
931,Comunidad de Madrid,Madrid,Coslada,"C/ Infanta, 181",t,f
932,Comunidad de Madrid,Madrid,Coslada,"C/ General Perón, 69",t,f
933,Comunidad de Madrid,Madrid,Aranjuez,"Avda. Poeta Nicolás Guillén, 19",t,f
934,Comunidad de Madrid,Madrid,Aranjuez,"Calle Galicia, 69",f,f
935,Cataluña,Barcelona,Barcelona,"C/ Doctor Gregorio Marañón, 117",t,f
936,Cataluña,Barcelona,Barcelona,"Ronda Mar, 169",f,f
937,Cataluña,Barcelona,Barcelona,"Paseo Andalucía, 148",f,f
938,Cataluña,Barcelona,Barcelona,"Ronda Santa Ana, 25",t,f
939,Cataluña,Barcelona,Barcelona,"C/ San Francisco, 32",f,f
940,Cataluña,Barcelona,Barcelona,"C/ San Juan, 24",f,f
941,Cataluña,Barcelona,Barcelona,"Bulevar Mayor, 2",f,f
942,Cataluña,Barcelona,Barcelona,"Paseo General Mola, 93",f,t
943,Cataluña,Barcelona,Barcelona,"Avda. Teniente Coronel, 64",f,f
944,Cataluña,Barcelona,Barcelona,"C/ Reina, 80",f,f
945,Cataluña,Barcelona,Barcelona,"Calle Almendro, 144",f,f
946,Cataluña,Barcelona,Barcelona,"Bulevar Roble, 10",t,f
947,Cataluña,Barcelona,Barcelona,"Paseo Colón, 67",t,f
948,Cataluña,Barcelona,Barcelona,"Avda. Río Turia, 66",f,t
949,Cataluña,Barcelona,Barcelona,"C/ Doctor Fleming, 12",f,f
950,Cataluña,Barcelona,Barcelona,"Calle Cataluña, 122",f,f
951,Cataluña,Barcelona,Barcelona,"Plaza Galicia, 4",f,f
952,Cataluña,Barcelona,Barcelona,"C/ Príncipe, 55",f,t
953,Cataluña,Barcelona,Barcelona,"Paseo Mayor, 75",t,f
954,Cataluña,Barcelona,Barcelona,"C/ Río Turia, 185",f,f
955,Cataluña,Barcelona,Barcelona,"Plaza Aeropuerto, 128",t,f
956,Cataluña,Barcelona,Barcelona,"C/ Gran Vía, 167",f,f
957,Cataluña,Barcelona,Barcelona,"C/ España, 172",t,f
958,Cataluña,Barcelona,Barcelona,"Paseo Abogado, 141",t,f
959,Cataluña,Barcelona,Barcelona,"C/ Europa, 190",f,f
960,Cataluña,Barcelona,Barcelona,"Bulevar Pino, 8",t,t
961,Cataluña,Barcelona,Barcelona,"Paseo Valencia, 76",t,f
962,Cataluña,Barcelona,Barcelona,"Plaza Gran Vía, 105",t,f
963,Cataluña,Barcelona,Barcelona,"C/ Río Segura, 97",f,t
964,Cataluña,Barcelona,Barcelona,"Paseo Paz, 158",t,f
965,Cataluña,Barcelona,Barcelona,"Calle Fuente, 149",f,f
966,Cataluña,Barcelona,Barcelona,"Bulevar Federico García Lorca, 194",f,f
967,Cataluña,Barcelona,Barcelona,"Paseo Notario, 107",t,f
968,Cataluña,Barcelona,Barcelona,"Calle Comercio, 94",f,t
969,Cataluña,Barcelona,Barcelona,"Plaza Libertad, 165",f,f
970,Cataluña,Barcelona,Barcelona,"C/ Pintor Sorolla, 179",t,f
971,Cataluña,Barcelona,Barcelona,"Plaza Castilla, 13",t,f
972,Cataluña,Barcelona,Barcelona,"C/ Príncipe, 198",t,f
973,Cataluña,Barcelona,Barcelona,"Ronda Naranjo, 31",f,f
974,Cataluña,Barcelona,Barcelona,"Plaza Escultor Benlliure, 168",f,f
975,Cataluña,Barcelona,Hospitalet de Llobregat,"C/ Antonio Machado, 31",f,f
976,Cataluña,Barcelona,Hospitalet de Llobregat,"C/ Naranjo, 132",t,t
977,Cataluña,Barcelona,Hospitalet de Llobregat,"C/ Poeta Lorca, 92",t,t
978,Cataluña,Barcelona,Hospitalet de Llobregat,"C/ Andalucía, 172",f,f
979,Cataluña,Barcelona,Hospitalet de Llobregat,"C/ Asia, 148",t,f
980,Cataluña,Barcelona,Hospitalet de Llobregat,"Plaza Andalucía, 58",t,f
981,Cataluña,Barcelona,Badalona,"C/ Farmacéutico, 40",t,t
982,Cataluña,Barcelona,Badalona,"Bulevar Generalísimo, 56",t,f
983,Cataluña,Barcelona,Badalona,"Plaza Arquitecto Gaudí, 161",f,f
984,Cataluña,Barcelona,Badalona,"Paseo Isabel II, 177",f,f
985,Cataluña,Barcelona,Badalona,"Calle Aviación, 60",f,f
986,Cataluña,Barcelona,Terrassa,"Bulevar Olivo, 9",t,f
987,Cataluña,Barcelona,Terrassa,"C/ Santa Teresa, 155",f,f
988,Cataluña,Barcelona,Terrassa,"C/ Pino, 22",f,f
989,Cataluña,Barcelona,Terrassa,"Paseo San Antonio, 29",f,f
990,Cataluña,Barcelona,Sabadell,"C/ Aragón, 5",f,f
991,Cataluña,Barcelona,Sabadell,"Bulevar Santa María, 93",f,f
992,Cataluña,Barcelona,Sabadell,"Paseo Aragón, 149",f,t
993,Cataluña,Barcelona,Sabadell,"Plaza Paz, 16",f,f
994,Cataluña,Barcelona,Santa Coloma de Gramenet,"C/ Asia, 74",t,f
995,Cataluña,Barcelona,Santa Coloma de Gramenet,"C/ Santa Teresa, 144",f,f
996,Cataluña,Barcelona,Santa Coloma de Gramenet,"Avda. Poeta Machado, 152",t,f
997,Cataluña,Barcelona,Santa Coloma de Gramenet,"Bulevar Isabel II, 141",f,f
998,Cataluña,Barcelona,Cornellà de Llobregat,"C/ Constitución, 78",f,f
999,Cataluña,Barcelona,Cornellà de Llobregat,"C/ Castilla, 166",t,f
1000,Cataluña,Barcelona,Cornellà de Llobregat,"C/ Esperanza, 90",t,f
1001,Cataluña,Barcelona,Mataró,"C/ Cruz, 75",f,f
1002,Cataluña,Barcelona,Mataró,"Plaza Mar, 178",t,f
1003,Cataluña,Barcelona,Mataró,"Paseo Rey, 100",f,f
1004,Cataluña,Barcelona,Rubí,"Avda. General Mola, 11",f,f
1005,Cataluña,Barcelona,Rubí,"C/ Escultor Benlliure, 54",t,f
1006,Cataluña,Barcelona,Castelldefels,"Ronda Infanta, 153",f,f
1007,Cataluña,Barcelona,Castelldefels,"C/ San José, 65",f,f
1008,Cataluña,Barcelona,Granollers,"Calle Cataluña, 184",f,f
1009,Cataluña,Barcelona,Granollers,"Ronda Cedro, 75",f,f
1010,Cataluña,Barcelona,Mollet del Vallès,"Avda. Santa Teresa, 72",f,f
1011,Cataluña,Barcelona,Mollet del Vallès,"Bulevar Río Ebro, 6",f,f
1012,Cataluña,Barcelona,Sant Cugat del Vallès,"C/ Farmacéutico, 90",t,t
1013,Cataluña,Barcelona,Sant Cugat del Vallès,"Plaza Paz, 3",t,f
1014,Cataluña,Barcelona,Gavà,"Plaza Farmacéutico, 122",f,f
1015,Cataluña,Barcelona,Gavà,"Calle Federico García Lorca, 168",f,t
1016,Cataluña,Barcelona,Viladecans,"C/ Andalucía, 171",t,f
1017,Cataluña,Barcelona,Viladecans,"Ronda Comercio, 93",f,f
1018,Cataluña,Barcelona,Prat de Llobregat,"C/ Calvo Sotelo, 37",f,f
1019,Cataluña,Barcelona,Prat de Llobregat,"Avda. Poeta Nicolás Guillén, 195",f,f
1020,Cataluña,Barcelona,Vilanova i la Geltrú,"Paseo Castelar, 143",f,f
1021,Cataluña,Barcelona,Vilanova i la Geltrú,"Calle Comercio, 132",t,f
1022,Cataluña,Tarragona,Tarragona,"Avda. Alfonso XIII, 54",t,f
1023,Cataluña,Tarragona,Tarragona,"C/ Maestra Justa, 5",f,f
1024,Cataluña,Tarragona,Tarragona,"Plaza Federico García Lorca, 97",t,f
1025,Cataluña,Tarragona,Tarragona,"Paseo Santa María, 155",f,f
1026,Cataluña,Tarragona,Tarragona,"Avda. Pintor Sorolla, 185",t,t
1027,Cataluña,Tarragona,Tarragona,"C/ Pintor Sorolla, 136",t,f
1028,Cataluña,Tarragona,Reus,"C/ Aviación, 187",f,f
1029,Cataluña,Tarragona,Reus,"Calle San Juan, 116",f,f
1030,Cataluña,Tarragona,Reus,"Plaza África, 183",f,f
1031,Cataluña,Tarragona,Reus,"Bulevar Almendro, 39",t,f
1032,Cataluña,Tarragona,Tortosa,"Avda. San Francisco, 137",f,f
1033,Cataluña,Tarragona,Tortosa,"Calle Aragón, 175",t,f
1034,Cataluña,Tarragona,Cambrils,"C/ Galicia, 107",f,f
1035,Cataluña,Tarragona,Cambrils,"Bulevar Santa Teresa, 66",f,f
1036,Cataluña,Tarragona,Salou,"Paseo Beethoven, 50",t,f
1037,Cataluña,Tarragona,Salou,"Ronda Ramón y Cajal, 138",t,f
1038,Cataluña,Tarragona,Valls,"Paseo Príncipe, 84",f,f
1039,Cataluña,Tarragona,Valls,"Bulevar Castelar, 14",t,f
1040,Cataluña,Girona,Girona,"C/ Beethoven, 109",t,f
1041,Cataluña,Girona,Girona,"C/ Mayor, 156",f,f
1042,Cataluña,Girona,Girona,"Paseo Luna, 108",f,f
1043,Cataluña,Girona,Girona,"C/ Pino, 110",t,f
1044,Cataluña,Girona,Girona,"Avda. San Juan, 55",t,f
1045,Cataluña,Girona,Figueres,"C/ Mar, 14",t,f
1046,Cataluña,Girona,Figueres,"Bulevar Federico Chopin, 73",f,f
1047,Cataluña,Girona,Figueres,"Avda. Ramón y Cajal, 15",f,f
1048,Cataluña,Girona,Blanes,"C/ Doctor Fleming, 133",f,t
1049,Cataluña,Girona,Blanes,"C/ Aeropuerto, 157",f,f
1050,Cataluña,Girona,Blanes,"Avda. Beethoven, 189",f,f
