invoice_id,sale_id,delivery_id,customer_id,invoice_date,subtotal_net,tax_breakdown,tax_amount,total_gross,due_date,payment_days,payment_status,payment_date
FAC-2024-0000973,SO-2024-0000973,ALB-2024-0000635,CUST_FB8FD8B48EAD,2024-06-30,57.04,"{'4%': 1.57, '10%': 0.0, '21%': 3.74}",5.31,62.35,2024-07-15,15,pending,
FAC-2024-0000974,SO-2024-0000974,ALB-2024-0000636,CUST_697C87FA841A,2024-07-06,21.25,"{'4%': 0.0, '10%': 1.79, '21%': 0.7}",2.49,23.74,2024-07-06,0,paid,2024-07-06
FAC-2024-0000975,SO-2024-0000975,ALB-2024-0000637,CUST_EADA4970ED9A,2024-07-04,96.34,"{'4%': 0.8, '10%': 6.32, '21%': 2.78}",9.9,106.24,2024-07-19,15,pending,
FAC-2024-0000976,SO-2024-0000976,ALB-2024-0000638,CUST_774F7316CE64,2024-07-03,73.29,"{'4%': 0.0, '10%': 4.61, '21%': 5.71}",10.32,83.61,2024-07-03,0,paid,2024-07-04
FAC-2024-0000977,SO-2024-0000977,,CUST_D854DFCAF0B7,2024-07-02,78.44,"{'4%': 1.58, '10%': 0.83, '21%': 6.46}",8.87,87.31,2024-07-17,15,pending,
FAC-2024-0000978,SO-2024-0000978,,CUST_BE05965BEFDF,2024-07-02,36.32,"{'4%': 0.87, '10%': 1.27, '21%': 0.38}",2.52,38.84,2024-07-02,0,paid,2024-07-02
FAC-2024-0000979,SO-2024-0000979,ALB-2024-0000639,CUST_07F8F3EA0184,2024-07-05,37.1,"{'4%': 0.16, '10%': 2.51, '21%': 1.66}",4.33,41.43,2024-07-05,0,paid,2024-07-05
FAC-2024-0000980,SO-2024-0000980,,CUST_668C0B95017C,2024-07-02,78.4,"{'4%': 1.04, '10%': 0.36, '21%': 10.23}",11.63,90.03,2024-07-02,0,paid,2024-07-02
FAC-2024-0000981,SO-2024-0000981,,CUST_92CF1F33242D,2024-07-02,36.17,"{'4%': 0.52, '10%': 1.96, '21%': 0.75}",3.23,39.4,2024-07-17,15,pending,
FAC-2024-0000982,SO-2024-0000982,,CUST_EFFA3040413C,2024-07-02,22.54,"{'4%': 0.04, '10%': 0.38, '21%': 3.72}",4.14,26.68,2024-07-02,0,paid,2024-07-02
FAC-2024-0000983,SO-2024-0000983,,CUST_7A1036A2C52B,2024-07-02,125.43,"{'4%': 1.54, '10%': 3.85, '21%': 10.14}",15.53,140.96,2024-07-02,0,paid,2024-07-02
FAC-2024-0000984,SO-2024-0000984,ALB-2024-0000640,CUST_55FA458F1F19,2024-07-06,31.34,"{'4%': 0.39, '10%': 1.43, '21%': 1.52}",3.34,34.68,2024-07-06,0,paid,2024-07-06
FAC-2024-0000985,SO-2024-0000985,ALB-2024-0000641,CUST_697C87FA841A,2024-07-06,9.13,"{'4%': 0.0, '10%': 0.0, '21%': 1.92}",1.92,11.05,2024-07-06,0,paid,2024-07-06
FAC-2024-0000986,SO-2024-0000986,,CUST_EADA4970ED9A,2024-07-03,74.63,"{'4%': 0.24, '10%': 5.86, '21%': 2.09}",8.19,82.82,2024-07-18,15,pending,
FAC-2024-0000987,SO-2024-0000987,ALB-2024-0000642,CUST_D37445712959,2024-07-08,55.17,"{'4%': 0.0, '10%': 2.37, '21%': 6.6}",8.97,64.14,2024-07-08,0,paid,2024-07-08
FAC-2024-0000988,SO-2024-0000988,ALB-2024-0000643,CUST_9F6ABD54DA04,2024-07-05,45.93,"{'4%': 0.0, '10%': 1.32, '21%': 6.86}",8.18,54.11,2024-07-05,0,paid,2024-07-05
FAC-2024-0000989,SO-2024-0000989,ALB-2024-0000644,CUST_A66F39669FA7,2024-07-06,20.1,"{'4%': 0.12, '10%': 0.28, '21%': 3.02}",3.42,23.52,2024-07-06,0,paid,2024-07-07
FAC-2024-0000990,SO-2024-0000990,ALB-2024-0000645,CUST_73B61BEAF6AC,2024-07-06,57.33,"{'4%': 0.75, '10%': 3.86, '21%': 0.0}",4.61,61.94,2024-07-06,0,paid,2024-07-07
FAC-2024-0000991,SO-2024-0000991,ALB-2024-0000646,CUST_A87990422EB7,2024-07-08,79.06,"{'4%': 0.38, '10%': 4.38, '21%': 5.41}",10.17,89.23,2024-07-23,15,pending,
FAC-2024-0000992,SO-2024-0000992,ALB-2024-0000647,CUST_CC393B5AE288,2024-07-05,104.34,"{'4%': 1.01, '10%': 4.51, '21%': 7.14}",12.66,117.0,2024-07-05,0,paid,2024-07-05
FAC-2024-0000993,SO-2024-0000993,ALB-2024-0000648,CUST_C1D7F3025D16,2024-07-06,47.07,"{'4%': 0.36, '10%': 1.14, '21%': 5.61}",7.11,54.18,2024-08-05,30,pending,
FAC-2024-0000994,SO-2024-0000994,ALB-2024-0000649,CUST_AE5E72EB7474,2024-07-09,37.12,"{'4%': 0.3, '10%': 1.37, '21%': 3.35}",5.02,42.14,2024-07-09,0,paid,2024-07-10
FAC-2024-0000995,SO-2024-0000995,ALB-2024-0000650,CUST_FBA6CDBCC653,2024-07-08,83.75,"{'4%': 1.28, '10%': 1.31, '21%': 8.14}",10.73,94.48,2024-07-23,15,pending,
FAC-2024-0000996,SO-2024-0000996,ALB-2024-0000651,CUST_F6D2AEC76A82,2024-07-10,19.32,"{'4%': 0.2, '10%': 0.97, '21%': 0.96}",2.13,21.45,2024-07-10,0,paid,2024-07-11
FAC-2024-0000997,SO-2024-0000997,,CUST_A3010E5D8C6A,2024-07-05,75.76,"{'4%': 1.38, '10%': 2.95, '21%': 2.5}",6.83,82.59,2024-07-05,0,paid,2024-07-05
FAC-2024-0000998,SO-2024-0000998,,CUST_8E038E969227,2024-07-05,65.8,"{'4%': 1.24, '10%': 3.24, '21%': 0.52}",5.0,70.8,2024-07-05,0,paid,2024-07-06
FAC-2024-0000999,SO-2024-0000999,,CUST_BF3182BBAD84,2024-07-05,116.05,"{'4%': 1.14, '10%': 7.5, '21%': 2.64}",11.28,127.33,2024-07-05,0,paid,2024-07-06
FAC-2024-0001000,SO-2024-0001000,ALB-2024-0000652,CUST_0E61171B1B80,2024-07-07,10.93,"{'4%': 0.34, '10%': 0.0, '21%': 0.5}",0.84,11.77,2024-07-07,0,paid,2024-07-07
FAC-2024-0001001,SO-2024-0001001,ALB-2024-0000653,CUST_42D951976E75,2024-07-06,30.8,"{'4%': 0.0, '10%': 1.37, '21%': 3.59}",4.96,35.76,2024-07-06,0,paid,2024-07-06
FAC-2024-0001002,SO-2024-0001002,ALB-2024-0000654,CUST_585A7BFDCC12,2024-07-08,46.4,"{'4%': 0.48, '10%': 1.11, '21%': 4.88}",6.47,52.87,2024-07-08,0,paid,2024-07-08
FAC-2024-0001003,SO-2024-0001003,ALB-2024-0000655,CUST_45F52E2FBF77,2024-07-09,33.58,"{'4%': 0.36, '10%': 1.61, '21%': 1.8}",3.77,37.35,2024-07-24,15,pending,
FAC-2024-0001004,SO-2024-0001004,,CUST_98159D713084,2024-07-06,100.99,"{'4%': 1.52, '10%': 5.69, '21%': 1.29}",8.5,109.49,2024-07-06,0,paid,2024-07-07
FAC-2024-0001005,SO-2024-0001005,ALB-2024-0000656,CUST_58F0AAF78C67,2024-07-10,86.29,"{'4%': 0.42, '10%': 3.95, '21%': 7.6}",11.97,98.26,2024-07-10,0,paid,2024-07-10
FAC-2024-0001006,SO-2024-0001006,ALB-2024-0000657,CUST_668C0B95017C,2024-07-07,52.84,"{'4%': 0.84, '10%': 0.96, '21%': 4.66}",6.46,59.3,2024-07-07,0,paid,2024-07-07
FAC-2024-0001007,SO-2024-0001007,ALB-2024-0000658,CUST_624FBAE1E137,2024-07-09,55.17,"{'4%': 0.11, '10%': 3.26, '21%': 4.16}",7.53,62.7,2024-07-09,0,paid,2024-07-09
FAC-2024-0001008,SO-2024-0001008,,CUST_E709329FC417,2024-07-06,18.51,"{'4%': 0.0, '10%': 0.78, '21%': 2.26}",3.04,21.55,2024-07-06,0,paid,2024-07-07
FAC-2024-0001009,SO-2024-0001009,ALB-2024-0000659,CUST_CDCCA9434AA0,2024-07-11,72.42,"{'4%': 2.21, '10%': 1.73, '21%': 0.0}",3.94,76.36,2024-07-11,0,paid,2024-07-12
FAC-2024-0001010,SO-2024-0001010,,CUST_49A2F7E8F8E5,2024-07-07,27.55,"{'4%': 0.76, '10%': 0.86, '21%': 0.0}",1.62,29.17,2024-07-07,0,paid,2024-07-08
FAC-2024-0001011,SO-2024-0001011,,CUST_592A7BA109D0,2024-07-07,52.94,"{'4%': 0.09, '10%': 2.55, '21%': 5.28}",7.92,60.86,2024-07-07,0,paid,2024-07-07
FAC-2024-0001012,SO-2024-0001012,ALB-2024-0000660,CUST_A2119FD34579,2024-07-11,73.29,"{'4%': 1.5, '10%': 2.99, '21%': 1.24}",5.73,79.02,2024-07-11,0,paid,2024-07-12
FAC-2024-0001013,SO-2024-0001013,ALB-2024-0000661,CUST_9D9D1BF645F6,2024-07-10,29.91,"{'4%': 0.0, '10%': 2.14, '21%': 1.79}",3.93,33.84,2024-07-10,0,paid,2024-07-11
FAC-2024-0001014,SO-2024-0001014,ALB-2024-0000662,CUST_A2119FD34579,2024-07-12,66.89,"{'4%': 1.03, '10%': 3.26, '21%': 1.81}",6.1,72.99,2024-07-12,0,paid,2024-07-13
FAC-2024-0001015,SO-2024-0001015,ALB-2024-0000663,CUST_C60161FA01BA,2024-07-11,12.89,"{'4%': 0.0, '10%': 0.0, '21%': 2.71}",2.71,15.6,2024-07-11,0,paid,2024-07-11
FAC-2024-0001016,SO-2024-0001016,ALB-2024-0000664,CUST_D37445712959,2024-07-12,50.52,"{'4%': 0.0, '10%': 2.67, '21%': 5.01}",7.68,58.2,2024-07-12,0,paid,2024-07-13
FAC-2024-0001017,SO-2024-0001017,,CUST_E6B3CB323E35,2024-07-10,111.5,"{'4%': 0.23, '10%': 2.53, '21%': 16.86}",19.62,131.12,2024-07-10,0,paid,2024-07-10
FAC-2024-0001018,SO-2024-0001018,ALB-2024-0000665,CUST_AE5E72EB7474,2024-07-13,33.99,"{'4%': 0.96, '10%': 0.4, '21%': 1.25}",2.61,36.6,2024-07-13,0,paid,2024-07-13
FAC-2024-0001019,SO-2024-0001019,,CUST_A383DB2C6AC8,2024-07-10,8.98,"{'4%': 0.0, '10%': 0.0, '21%': 1.89}",1.89,10.87,2024-07-10,0,paid,2024-07-10
FAC-2024-0001020,SO-2024-0001020,ALB-2024-0000666,CUST_F6D2AEC76A82,2024-07-15,59.08,"{'4%': 2.28, '10%': 0.21, '21%': 0.0}",2.49,61.57,2024-07-15,0,paid,2024-07-16
FAC-2024-0001021,SO-2024-0001021,,CUST_D7F3C2EFEECB,2024-07-10,17.38,"{'4%': 0.18, '10%': 1.3, '21%': 0.0}",1.48,18.86,2024-07-10,0,paid,2024-07-11
FAC-2024-0001022,SO-2024-0001022,ALB-2024-0000667,CUST_34871A9C672A,2024-07-15,20.16,"{'4%': 0.76, '10%': 0.12, '21%': 0.0}",0.88,21.04,2024-07-15,0,paid,2024-07-15
FAC-2024-0001023,SO-2024-0001023,ALB-2024-0000668,CUST_C1D7F3025D16,2024-07-13,74.44,"{'4%': 1.02, '10%': 3.09, '21%': 3.81}",7.92,82.36,2024-08-12,30,pending,
FAC-2024-0001024,SO-2024-0001024,,CUST_F96DBED63DA0,2024-07-12,33.28,"{'4%': 0.62, '10%': 0.26, '21%': 3.21}",4.09,37.37,2024-07-12,0,paid,2024-07-13
FAC-2024-0001025,SO-2024-0001025,ALB-2024-0000669,CUST_002C74DE5F70,2024-07-16,66.79,"{'4%': 1.35, '10%': 1.52, '21%': 3.76}",6.63,73.42,2024-07-31,15,pending,
FAC-2024-0001026,SO-2024-0001026,,CUST_624FBAE1E137,2024-07-12,55.96,"{'4%': 1.86, '10%': 0.34, '21%': 1.25}",3.45,59.41,2024-07-12,0,paid,2024-07-12
FAC-2024-0001027,SO-2024-0001027,ALB-2024-0000670,CUST_FB8FD8B48EAD,2024-07-13,39.05,"{'4%': 0.31, '10%': 1.6, '21%': 3.21}",5.12,44.17,2024-07-28,15,pending,
FAC-2024-0001028,SO-2024-0001028,ALB-2024-0000671,CUST_C1D7F3025D16,2024-07-15,58.07,"{'4%': 0.16, '10%': 1.93, '21%': 7.31}",9.4,67.47,2024-08-14,30,pending,
FAC-2024-0001029,SO-2024-0001029,,CUST_84410299436A,2024-07-13,128.85,"{'4%': 2.76, '10%': 4.85, '21%': 2.36}",9.97,138.82,2024-07-13,0,paid,2024-07-13
FAC-2024-0001030,SO-2024-0001030,,CUST_9C2EEA4E3617,2024-07-13,41.83,"{'4%': 0.46, '10%': 1.35, '21%': 3.53}",5.34,47.17,2024-07-13,0,paid,2024-07-13
FAC-2024-0001031,SO-2024-0001031,ALB-2024-0000672,CUST_707DFDB1429E,2024-07-16,46.77,"{'4%': 0.23, '10%': 1.49, '21%': 5.48}",7.2,53.97,2024-07-16,0,paid,2024-07-17
FAC-2024-0001032,SO-2024-0001032,ALB-2024-0000673,CUST_4EFCE10B1A47,2024-07-15,160.64,"{'4%': 0.69, '10%': 11.04, '21%': 6.93}",18.66,179.3,2024-07-30,15,pending,
FAC-2024-0001033,SO-2024-0001033,ALB-2024-0000674,CUST_6A745FA5E0AA,2024-07-17,21.68,"{'4%': 0.11, '10%': 0.0, '21%': 3.98}",4.09,25.77,2024-07-17,0,paid,2024-07-17
FAC-2024-0001034,SO-2024-0001034,ALB-2024-0000675,CUST_9EA931227592,2024-07-17,9.09,"{'4%': 0.0, '10%': 0.0, '21%': 1.91}",1.91,11.0,2024-07-17,0,paid,2024-07-17
FAC-2024-0001035,SO-2024-0001035,,CUST_A3010E5D8C6A,2024-07-13,137.88,"{'4%': 0.69, '10%': 10.58, '21%': 3.12}",14.39,152.27,2024-07-13,0,paid,2024-07-14
FAC-2024-0001036,SO-2024-0001036,ALB-2024-0000676,CUST_A87990422EB7,2024-07-16,97.35,"{'4%': 1.85, '10%': 1.79, '21%': 6.98}",10.62,107.97,2024-07-31,15,pending,
FAC-2024-0001037,SO-2024-0001037,ALB-2024-0000677,CUST_4A94CC351E4F,2024-07-18,38.52,"{'4%': 0.71, '10%': 1.42, '21%': 1.36}",3.49,42.01,2024-08-02,15,pending,
FAC-2024-0001038,SO-2024-0001038,,CUST_CC393B5AE288,2024-07-13,122.98,"{'4%': 1.97, '10%': 1.57, '21%': 12.18}",15.72,138.7,2024-07-13,0,paid,2024-07-13
FAC-2024-0001039,SO-2024-0001039,,CUST_FB8FD8B48EAD,2024-07-13,39.07,"{'4%': 0.08, '10%': 1.19, '21%': 5.31}",6.58,45.65,2024-07-28,15,pending,
FAC-2024-0001040,SO-2024-0001040,ALB-2024-0000678,CUST_D37445712959,2024-07-17,57.14,"{'4%': 0.59, '10%': 3.64, '21%': 1.28}",5.51,62.65,2024-07-17,0,paid,2024-07-17
FAC-2024-0001041,SO-2024-0001041,,CUST_E8DD1712FB16,2024-07-15,19.29,"{'4%': 0.03, '10%': 1.03, '21%': 1.71}",2.77,22.06,2024-07-15,0,paid,2024-07-16
FAC-2024-0001042,SO-2024-0001042,ALB-2024-0000679,CUST_BE05965BEFDF,2024-07-17,35.92,"{'4%': 0.71, '10%': 1.83, '21%': 0.0}",2.54,38.46,2024-07-17,0,paid,2024-07-17
FAC-2024-0001043,SO-2024-0001043,ALB-2024-0000680,CUST_707DFDB1429E,2024-07-18,51.65,"{'4%': 0.05, '10%': 2.72, '21%': 4.88}",7.65,59.3,2024-07-18,0,paid,2024-07-19
FAC-2024-0001044,SO-2024-0001044,ALB-2024-0000681,CUST_1A57C5F8E2F8,2024-07-18,53.62,"{'4%': 0.56, '10%': 2.96, '21%': 2.1}",5.62,59.24,2024-07-18,0,paid,2024-07-19
FAC-2024-0001045,SO-2024-0001045,ALB-2024-0000682,CUST_6DAA8861FE18,2024-07-18,11.41,"{'4%': 0.1, '10%': 0.18, '21%': 1.52}",1.8,13.21,2024-07-18,0,paid,2024-07-18
FAC-2024-0001046,SO-2024-0001046,ALB-2024-0000683,CUST_04AA5CA0C428,2024-07-17,137.31,"{'4%': 2.15, '10%': 4.27, '21%': 8.56}",14.98,152.29,2024-08-16,30,pending,
FAC-2024-0001047,SO-2024-0001047,ALB-2024-0000684,CUST_58F0AAF78C67,2024-07-22,78.59,"{'4%': 0.62, '10%': 2.45, '21%': 8.12}",11.19,89.78,2024-07-22,0,paid,2024-07-22
FAC-2024-0001048,SO-2024-0001048,ALB-2024-0000685,CUST_EDAF1B780EDE,2024-07-20,183.19,"{'4%': 1.01, '10%': 6.9, '21%': 18.7}",26.61,209.8,2024-08-19,30,pending,
FAC-2024-0001049,SO-2024-0001049,ALB-2024-0000686,CUST_89EC98CBAA52,2024-07-17,38.56,"{'4%': 0.24, '10%': 1.87, '21%': 2.89}",5.0,43.56,2024-07-17,0,paid,2024-07-18
FAC-2024-0001050,SO-2024-0001050,,CUST_D3636F81CF4F,2024-07-17,31.56,"{'4%': 0.19, '10%': 2.04, '21%': 1.34}",3.57,35.13,2024-07-17,0,paid,2024-07-17
FAC-2024-0001051,SO-2024-0001051,ALB-2024-0000687,CUST_E8DD1712FB16,2024-07-20,26.36,"{'4%': 0.68, '10%': 0.0, '21%': 1.96}",2.64,29.0,2024-07-20,0,paid,2024-07-21
FAC-2024-0001052,SO-2024-0001052,ALB-2024-0000688,CUST_04AA5CA0C428,2024-07-20,125.37,"{'4%': 0.93, '10%': 4.67, '21%': 11.61}",17.21,142.58,2024-08-19,30,pending,
FAC-2024-0001053,SO-2024-0001053,ALB-2024-0000689,CUST_C5A1AD05B912,2024-07-20,49.99,"{'4%': 0.55, '10%': 1.92, '21%': 3.6}",6.07,56.06,2024-07-20,0,paid,2024-07-21
FAC-2024-0001054,SO-2024-0001054,ALB-2024-0000690,CUST_D7F3C2EFEECB,2024-07-19,19.6,"{'4%': 0.04, '10%': 0.45, '21%': 2.95}",3.44,23.04,2024-07-19,0,paid,2024-07-19
FAC-2024-0001055,SO-2024-0001055,,CUST_562819DD3E8C,2024-07-17,62.33,"{'4%': 0.87, '10%': 3.11, '21%': 1.98}",5.96,68.29,2024-08-16,30,pending,
FAC-2024-0001056,SO-2024-0001056,,CUST_E6B3CB323E35,2024-07-18,102.38,"{'4%': 0.34, '10%': 6.68, '21%': 5.7}",12.72,115.1,2024-07-18,0,paid,2024-07-18
FAC-2024-0001057,SO-2024-0001057,,CUST_D3636F81CF4F,2024-07-18,30.66,"{'4%': 0.33, '10%': 1.82, '21%': 0.9}",3.05,33.71,2024-07-18,0,paid,2024-07-18
FAC-2024-0001058,SO-2024-0001058,ALB-2024-0000691,CUST_84410299436A,2024-07-20,87.77,"{'4%': 0.49, '10%': 6.24, '21%': 2.77}",9.5,97.27,2024-07-20,0,paid,2024-07-21
FAC-2024-0001059,SO-2024-0001059,,CUST_66C18255DA61,2024-07-18,47.35,"{'4%': 1.89, '10%': 0.0, '21%': 0.0}",1.89,49.24,2024-07-18,0,paid,2024-07-18
FAC-2024-0001060,SO-2024-0001060,ALB-2024-0000692,CUST_A87990422EB7,2024-07-23,74.67,"{'4%': 1.08, '10%': 3.5, '21%': 2.67}",7.25,81.92,2024-08-07,15,pending,
FAC-2024-0001061,SO-2024-0001061,ALB-2024-0000693,CUST_A9AB1777E8CB,2024-07-21,14.69,"{'4%': 0.06, '10%': 1.15, '21%': 0.37}",1.58,16.27,2024-07-21,0,paid,2024-07-22
FAC-2024-0001062,SO-2024-0001062,,CUST_F4E7A4540937,2024-07-19,46.2,"{'4%': 0.09, '10%': 2.45, '21%': 4.11}",6.65,52.85,2024-08-03,15,pending,
FAC-2024-0001063,SO-2024-0001063,,CUST_4A94CC351E4F,2024-07-19,63.27,"{'4%': 1.18, '10%': 2.38, '21%': 2.08}",5.64,68.91,2024-08-03,15,pending,
FAC-2024-0001064,SO-2024-0001064,ALB-2024-0000694,CUST_30B1310C0C00,2024-07-22,119.83,"{'4%': 1.27, '10%': 7.52, '21%': 2.71}",11.5,131.33,2024-07-22,0,paid,2024-07-22
FAC-2024-0001065,SO-2024-0001065,,CUST_008D610461E3,2024-07-20,60.36,"{'4%': 0.45, '10%': 2.0, '21%': 6.1}",8.55,68.91,2024-07-20,0,paid,2024-07-20
FAC-2024-0001066,SO-2024-0001066,,CUST_E6B3CB323E35,2024-07-20,70.58,"{'4%': 0.79, '10%': 4.3, '21%': 1.61}",6.7,77.28,2024-07-20,0,paid,2024-07-20
FAC-2024-0001067,SO-2024-0001067,ALB-2024-0000695,CUST_513A986F9025,2024-07-22,77.67,"{'4%': 0.24, '10%': 2.41, '21%': 9.99}",12.64,90.31,2024-07-22,0,paid,2024-07-22
FAC-2024-0001068,SO-2024-0001068,ALB-2024-0000696,CUST_D3636F81CF4F,2024-07-23,27.97,"{'4%': 0.36, '10%': 0.84, '21%': 2.22}",3.42,31.39,2024-07-23,0,paid,2024-07-23
FAC-2024-0001069,SO-2024-0001069,ALB-2024-0000697,CUST_BE05965BEFDF,2024-07-22,41.08,"{'4%': 0.57, '10%': 2.13, '21%': 1.18}",3.88,44.96,2024-07-22,0,paid,2024-07-22
FAC-2024-0001070,SO-2024-0001070,,CUST_EADA4970ED9A,2024-07-20,114.78,"{'4%': 0.8, '10%': 7.04, '21%': 5.14}",12.98,127.76,2024-08-04,15,pending,
FAC-2024-0001071,SO-2024-0001071,ALB-2024-0000698,CUST_FD03C9525185,2024-07-25,16.27,"{'4%': 0.12, '10%': 0.46, '21%': 1.82}",2.4,18.67,2024-07-25,0,paid,2024-07-26
FAC-2024-0001072,SO-2024-0001072,ALB-2024-0000699,CUST_C5A1AD05B912,2024-07-22,37.33,"{'4%': 1.02, '10%': 0.52, '21%': 1.38}",2.92,40.25,2024-07-22,0,paid,2024-07-22
FAC-2024-0001073,SO-2024-0001073,,CUST_9D9D1BF645F6,2024-07-20,30.79,"{'4%': 0.0, '10%': 2.42, '21%': 1.39}",3.81,34.6,2024-07-20,0,paid,2024-07-21
FAC-2024-0001074,SO-2024-0001074,ALB-2024-0000700,CUST_A87990422EB7,2024-07-21,97.15,"{'4%': 1.06, '10%': 3.12, '21%': 8.28}",12.46,109.61,2024-08-05,15,pending,
FAC-2024-0001075,SO-2024-0001075,,CUST_F96DBED63DA0,2024-07-20,30.95,"{'4%': 0.4, '10%': 1.14, '21%': 2.01}",3.55,34.5,2024-07-20,0,paid,2024-07-20
FAC-2024-0001076,SO-2024-0001076,ALB-2024-0000701,CUST_D7F3C2EFEECB,2024-07-23,27.9,"{'4%': 0.0, '10%': 0.0, '21%': 5.86}",5.86,33.76,2024-07-23,0,paid,2024-07-24
FAC-2024-0001077,SO-2024-0001077,ALB-2024-0000702,CUST_0E61171B1B80,2024-07-21,15.62,"{'4%': 0.0, '10%': 0.55, '21%': 2.13}",2.68,18.3,2024-07-21,0,paid,2024-07-22
FAC-2024-0001078,SO-2024-0001078,,CUST_55FA458F1F19,2024-07-21,26.31,"{'4%': 0.93, '10%': 0.0, '21%': 0.65}",1.58,27.89,2024-07-21,0,paid,2024-07-22
FAC-2024-0001079,SO-2024-0001079,ALB-2024-0000703,CUST_6DAA8861FE18,2024-07-26,11.29,"{'4%': 0.0, '10%': 0.76, '21%': 0.78}",1.54,12.83,2024-07-26,0,paid,2024-07-26
FAC-2024-0001080,SO-2024-0001080,,CUST_284C27D415B6,2024-07-22,105.99,"{'4%': 0.6, '10%': 6.1, '21%': 6.32}",13.02,119.01,2024-07-22,0,paid,2024-07-22
FAC-2024-0001081,SO-2024-0001081,ALB-2024-0000704,CUST_585A7BFDCC12,2024-07-25,47.79,"{'4%': 0.2, '10%': 3.93, '21%': 0.74}",4.87,52.66,2024-07-25,0,paid,2024-07-25
FAC-2024-0001082,SO-2024-0001082,ALB-2024-0000705,CUST_58F0AAF78C67,2024-07-27,62.66,"{'4%': 0.04, '10%': 5.14, '21%': 2.14}",7.32,69.98,2024-07-27,0,paid,2024-07-28
FAC-2024-0001083,SO-2024-0001083,ALB-2024-0000706,CUST_501B5EE68495,2024-07-27,21.93,"{'4%': 0.15, '10%': 0.63, '21%': 2.52}",3.3,25.23,2024-08-11,15,pending,
FAC-2024-0001084,SO-2024-0001084,ALB-2024-0000707,CUST_AD23DC322C97,2024-07-27,96.26,"{'4%': 1.08, '10%': 1.48, '21%': 11.45}",14.01,110.27,2024-08-26,30,pending,
FAC-2024-0001085,SO-2024-0001085,,CUST_F4E7A4540937,2024-07-24,46.52,"{'4%': 0.04, '10%': 2.15, '21%': 5.05}",7.24,53.76,2024-08-08,15,pending,
FAC-2024-0001086,SO-2024-0001086,,CUST_92CF1F33242D,2024-07-24,42.92,"{'4%': 0.7, '10%': 0.99, '21%': 3.27}",4.96,47.88,2024-08-08,15,pending,
FAC-2024-0001087,SO-2024-0001087,ALB-2024-0000708,CUST_9DF29E825AAE,2024-07-27,124.07,"{'4%': 0.36, '10%': 10.91, '21%': 1.26}",12.53,136.6,2024-07-27,0,paid,2024-07-28
FAC-2024-0001088,SO-2024-0001088,,CUST_B27B68C690B2,2024-07-24,63.86,"{'4%': 1.32, '10%': 3.09, '21%': 0.0}",4.41,68.27,2024-07-24,0,paid,2024-07-25
FAC-2024-0001089,SO-2024-0001089,ALB-2024-0000709,CUST_F157018267C4,2024-07-28,122.07,"{'4%': 0.55, '10%': 5.65, '21%': 10.92}",17.12,139.19,2024-07-28,0,paid,2024-07-28
FAC-2024-0001090,SO-2024-0001090,ALB-2024-0000710,CUST_585A7BFDCC12,2024-07-26,57.14,"{'4%': 0.0, '10%': 0.81, '21%': 10.3}",11.11,68.25,2024-07-26,0,paid,2024-07-27
FAC-2024-0001091,SO-2024-0001091,ALB-2024-0000711,CUST_04AA5CA0C428,2024-07-26,128.83,"{'4%': 1.24, '10%': 7.01, '21%': 5.83}",14.08,142.91,2024-08-25,30,pending,
FAC-2024-0001092,SO-2024-0001092,ALB-2024-0000712,CUST_FD03C9525185,2024-07-30,12.8,"{'4%': 0.35, '10%': 0.0, '21%': 0.84}",1.19,13.99,2024-07-30,0,paid,2024-07-31
FAC-2024-0001093,SO-2024-0001093,,CUST_501B5EE68495,2024-07-25,22.86,"{'4%': 0.48, '10%': 0.89, '21%': 0.4}",1.77,24.63,2024-08-09,15,pending,
FAC-2024-0001094,SO-2024-0001094,ALB-2024-0000713,CUST_C1D7F3025D16,2024-07-27,55.83,"{'4%': 0.44, '10%': 3.37, '21%': 2.32}",6.13,61.96,2024-08-26,30,pending,
FAC-2024-0001095,SO-2024-0001095,ALB-2024-0000714,CUST_9C2EEA4E3617,2024-07-28,45.96,"{'4%': 0.62, '10%': 1.83, '21%': 2.58}",5.03,50.99,2024-07-28,0,paid,2024-07-28
FAC-2024-0001096,SO-2024-0001096,ALB-2024-0000715,CUST_EDAF1B780EDE,2024-07-29,183.47,"{'4%': 1.02, '10%': 5.8, '21%': 21.0}",27.82,211.29,2024-08-28,30,pending,
FAC-2024-0001097,SO-2024-0001097,ALB-2024-0000716,CUST_93D551A3AC26,2024-07-28,93.81,"{'4%': 1.51, '10%': 2.04, '21%': 7.49}",11.04,104.85,2024-08-12,15,pending,
FAC-2024-0001098,SO-2024-0001098,ALB-2024-0000717,CUST_9EA931227592,2024-07-28,10.26,"{'4%': 0.0, '10%': 0.24, '21%': 1.65}",1.89,12.15,2024-07-28,0,paid,2024-07-29
FAC-2024-0001099,SO-2024-0001099,,CUST_A87990422EB7,2024-07-26,87.07,"{'4%': 0.62, '10%': 3.65, '21%': 7.34}",11.61,98.68,2024-08-10,15,pending,
FAC-2024-0001100,SO-2024-0001100,ALB-2024-0000718,CUST_9E5DC5ACC354,2024-07-29,53.39,"{'4%': 0.71, '10%': 1.4, '21%': 4.52}",6.63,60.02,2024-07-29,0,paid,2024-07-30
