po_id,line_number,product_id,quantity_ordered,unit_cost,tax_rate,line_total_net
PO-2024-0000638,1,PROD_000295,544,2.0164,0.1,1096.92
PO-2024-0000639,1,PROD_000962,248,0.9184,0.1,227.76
PO-2024-0000640,1,PROD_000047,319,1.9012,0.21,606.48
PO-2024-0000640,2,PROD_002797,279,1.772,0.21,494.39
PO-2024-0000640,3,PROD_003179,377,1.6935,0.21,638.45
PO-2024-0000640,4,PROD_002749,223,1.7492,0.21,390.07
PO-2024-0000641,1,PROD_001778,258,3.6131,0.21,932.18
PO-2024-0000641,2,PROD_001319,293,1.4766,0.04,432.64
PO-2024-0000642,1,PROD_000984,370,1.7641,0.1,652.72
PO-2024-0000643,1,PROD_002571,315,0.899,0.04,283.19
PO-2024-0000644,1,PROD_001624,502,1.0631,0.1,533.68
PO-2024-0000645,1,PROD_001532,188,1.8186,0.1,341.9
PO-2024-0000646,1,PROD_000992,424,1.0924,0.04,463.18
PO-2024-0000647,1,PROD_001218,254,7.548,0.1,1917.19
PO-2024-0000648,1,PROD_003547,257,1.1563,0.21,297.17
PO-2024-0000649,1,PROD_000477,234,9.2536,0.04,2165.34
PO-2024-0000650,1,PROD_000798,114,2.4468,0.1,278.94
PO-2024-0000650,2,PROD_002287,223,1.0381,0.1,231.5
PO-2024-0000651,1,PROD_000942,344,1.0688,0.1,367.67
PO-2024-0000652,1,PROD_002098,197,5.4478,0.1,1073.22
PO-2024-0000653,1,PROD_000967,313,0.5601,0.1,175.31
PO-2024-0000654,1,PROD_002974,232,1.1896,0.21,275.99
PO-2024-0000655,1,PROD_003065,353,1.4857,0.21,524.45
PO-2024-0000656,1,PROD_001146,98,1.033,0.04,101.23
PO-2024-0000657,1,PROD_001409,282,4.5155,0.1,1273.37
PO-2024-0000658,1,PROD_003380,351,0.4528,0.21,158.93
PO-2024-0000659,1,PROD_001438,193,3.9699,0.04,766.19
PO-2024-0000660,1,PROD_002340,490,16.8867,0.04,8274.48
PO-2024-0000661,1,PROD_001099,158,1.3358,0.1,211.06
PO-2024-0000662,1,PROD_000156,225,0.4069,0.21,91.55
PO-2024-0000663,1,PROD_002273,201,12.4231,0.04,2497.04
PO-2024-0000664,1,PROD_003612,217,3.2699,0.1,709.57
PO-2024-0000665,1,PROD_002541,159,6.1611,0.1,979.61
PO-2024-0000666,1,PROD_002173,295,2.8555,0.1,842.37
PO-2024-0000667,1,PROD_002322,278,1.0325,0.1,287.03
PO-2024-0000668,1,PROD_003054,161,2.2277,0.21,358.66
PO-2024-0000669,1,PROD_000574,257,1.9774,0.04,508.19
PO-2024-0000670,1,PROD_002486,530,5.6803,0.1,3010.56
PO-2024-0000671,1,PROD_001924,536,0.3091,0.21,165.68
PO-2024-0000672,1,PROD_002338,239,1.9748,0.04,471.98
PO-2024-0000673,1,PROD_000192,216,1.9038,0.1,411.22
PO-2024-0000673,2,PROD_001049,141,2.0618,0.1,290.71
PO-2024-0000674,1,PROD_001746,298,1.1789,0.04,351.31
PO-2024-0000675,1,PROD_003407,252,0.6298,0.21,158.71
PO-2024-0000676,1,PROD_002840,219,1.1615,0.21,254.37
PO-2024-0000676,2,PROD_000718,224,1.506,0.21,337.34
PO-2024-0000677,1,PROD_003173,199,1.8926,0.21,376.63
PO-2024-0000678,1,PROD_001411,211,2.602,0.1,549.02
PO-2024-0000679,1,PROD_001280,694,0.8633,0.1,599.13
PO-2024-0000679,2,PROD_002636,500,1.1535,0.21,576.75
PO-2024-0000680,1,PROD_000535,261,1.0927,0.1,285.19
PO-2024-0000681,1,PROD_003397,142,1.0736,0.21,152.45
PO-2024-0000682,1,PROD_001950,204,1.1668,0.04,238.03
PO-2024-0000683,1,PROD_003523,405,1.674,0.21,677.97
PO-2024-0000684,1,PROD_003065,444,1.7176,0.21,762.61
PO-2024-0000685,1,PROD_001115,371,0.7545,0.1,279.92
PO-2024-0000686,1,PROD_001406,342,0.6459,0.04,220.9
PO-2024-0000687,1,PROD_002883,194,2.4594,0.1,477.12
PO-2024-0000688,1,PROD_002639,490,2.1475,0.21,1052.28
PO-2024-0000689,1,PROD_001186,373,1.4589,0.04,544.17
PO-2024-0000690,1,PROD_000367,327,1.8822,0.1,615.48
PO-2024-0000691,1,PROD_002408,363,1.1712,0.1,425.15
PO-2024-0000692,1,PROD_003091,242,0.9914,0.21,239.92
PO-2024-0000693,1,PROD_001250,183,1.0166,0.04,186.04
PO-2024-0000694,1,PROD_002546,166,1.6601,0.1,275.58
PO-2024-0000695,1,PROD_001642,270,1.6329,0.21,440.88
PO-2024-0000696,1,PROD_000412,372,0.4577,0.04,170.26
PO-2024-0000697,1,PROD_001670,228,2.1485,0.04,489.86
PO-2024-0000698,1,PROD_001380,227,0.9116,0.1,206.93
PO-2024-0000699,1,PROD_001032,613,2.8305,0.21,1735.1
PO-2024-0000700,1,PROD_003358,217,1.6005,0.21,347.31
PO-2024-0000701,1,PROD_003053,260,0.8982,0.21,233.53
PO-2024-0000702,1,PROD_001389,238,4.0211,0.04,957.02
PO-2024-0000703,1,PROD_000630,215,3.3481,0.1,719.84
PO-2024-0000703,2,PROD_002585,293,17.1108,0.1,5013.46
PO-2024-0000704,1,PROD_002542,277,1.0796,0.04,299.05
PO-2024-0000704,2,PROD_000806,246,1.0827,0.04,266.34
PO-2024-0000705,1,PROD_001728,299,2.2858,0.04,683.45
PO-2024-0000706,1,PROD_001277,407,1.109,0.1,451.36
PO-2024-0000706,2,PROD_000566,322,0.7754,0.1,249.68
PO-2024-0000707,1,PROD_000667,406,8.8623,0.21,3598.09
PO-2024-0000708,1,PROD_003479,188,0.8571,0.21,161.13
PO-2024-0000708,2,PROD_003448,235,1.0218,0.21,240.12
PO-2024-0000708,3,PROD_003432,88,2.4026,0.21,211.43
PO-2024-0000709,1,PROD_003661,191,0.994,0.1,189.85
PO-2024-0000710,1,PROD_003247,138,0.7669,0.21,105.83
PO-2024-0000711,1,PROD_003614,392,14.0253,0.1,5497.92
PO-2024-0000712,1,PROD_003511,243,0.6089,0.21,147.96
PO-2024-0000713,1,PROD_003705,199,0.7521,0.21,149.67
PO-2024-0000714,1,PROD_002262,223,0.9119,0.04,203.35
PO-2024-0000715,1,PROD_001514,474,7.2819,0.1,3451.62
PO-2024-0000716,1,PROD_003282,482,1.8508,0.21,892.09
PO-2024-0000717,1,PROD_002624,504,0.6554,0.21,330.32
PO-2024-0000718,1,PROD_001046,164,1.4291,0.1,234.37
PO-2024-0000719,1,PROD_001678,254,0.777,0.21,197.36
PO-2024-0000720,1,PROD_002192,299,1.336,0.04,399.46
PO-2024-0000720,2,PROD_002499,168,1.1001,0.04,184.82
PO-2024-0000720,3,PROD_001214,323,0.6239,0.04,201.52
PO-2024-0000721,1,PROD_000632,314,1.8209,0.04,571.76
PO-2024-0000722,1,PROD_001773,313,0.8421,0.1,263.58
PO-2024-0000723,1,PROD_001128,210,1.8731,0.04,393.35
PO-2024-0000724,1,PROD_003342,179,0.9201,0.21,164.7
PO-2024-0000725,1,PROD_000063,539,2.2366,0.21,1205.53
PO-2024-0000726,1,PROD_001004,406,0.9851,0.1,399.95
PO-2024-0000727,1,PROD_001088,663,1.2103,0.04,802.43
PO-2024-0000728,1,PROD_001783,277,0.7935,0.21,219.8
PO-2024-0000729,1,PROD_003250,304,2.3508,0.21,714.64
PO-2024-0000730,1,PROD_001866,345,3.463,0.1,1194.74
PO-2024-0000731,1,PROD_003229,464,2.7702,0.21,1285.37
PO-2024-0000732,1,PROD_003166,340,1.6857,0.21,573.14
PO-2024-0000733,1,PROD_002038,216,0.9357,0.1,202.11
PO-2024-0000734,1,PROD_000573,334,2.4433,0.04,816.06
PO-2024-0000734,2,PROD_000886,214,0.5841,0.04,125.0
PO-2024-0000735,1,PROD_001626,205,0.7562,0.21,155.02
PO-2024-0000736,1,PROD_000800,177,0.5892,0.1,104.29
PO-2024-0000737,1,PROD_000553,308,0.8507,0.21,262.02
PO-2024-0000738,1,PROD_002527,171,3.7995,0.1,649.71
PO-2024-0000739,1,PROD_001877,278,2.0771,0.21,577.43
PO-2024-0000740,1,PROD_002731,370,1.7625,0.21,652.12
PO-2024-0000741,1,PROD_000933,312,1.0849,0.21,338.49
PO-2024-0000742,1,PROD_001311,293,0.3796,0.04,111.22
PO-2024-0000743,1,PROD_003069,293,1.3071,0.21,382.98
PO-2024-0000744,1,PROD_003191,230,2.7385,0.21,629.86
PO-2024-0000744,2,PROD_000022,547,0.4788,0.21,261.9
PO-2024-0000745,1,PROD_003662,434,0.7552,0.04,327.76
PO-2024-0000746,1,PROD_001223,116,1.1348,0.04,131.64
PO-2024-0000746,2,PROD_000847,270,0.7308,0.04,197.32
PO-2024-0000747,1,PROD_001506,169,0.8637,0.1,145.97
PO-2024-0000748,1,PROD_003121,173,2.4054,0.21,416.13
PO-2024-0000748,2,PROD_002076,323,0.7784,0.1,251.42
PO-2024-0000748,3,PROD_003018,215,1.8717,0.21,402.42
PO-2024-0000749,1,PROD_000871,186,6.5657,0.04,1221.22
PO-2024-0000750,1,PROD_003536,276,1.2491,0.21,344.75
PO-2024-0000751,1,PROD_003205,297,2.3749,0.21,705.35
PO-2024-0000752,1,PROD_003706,177,0.6087,0.21,107.74
PO-2024-0000753,1,PROD_000271,151,1.1619,0.1,175.45
PO-2024-0000754,1,PROD_002686,288,1.3278,0.21,382.41
PO-2024-0000755,1,PROD_001657,279,0.7766,0.1,216.67
PO-2024-0000756,1,PROD_003700,408,1.1688,0.1,476.87
PO-2024-0000757,1,PROD_001209,292,1.2076,0.1,352.62
PO-2024-0000758,1,PROD_001515,357,0.8362,0.1,298.52
PO-2024-0000759,1,PROD_003296,446,0.6839,0.21,305.02
PO-2024-0000759,2,PROD_003462,451,0.5778,0.21,260.59
PO-2024-0000760,1,PROD_003327,266,1.2906,0.21,343.3
PO-2024-0000761,1,PROD_002444,225,2.0245,0.1,455.51
PO-2024-0000762,1,PROD_002241,246,1.0712,0.04,263.52
PO-2024-0000763,1,PROD_000618,168,4.5751,0.1,768.62
PO-2024-0000763,2,PROD_000206,341,1.4614,0.1,498.34
PO-2024-0000764,1,PROD_001059,166,4.0087,0.1,665.44
PO-2024-0000765,1,PROD_002631,175,1.739,0.21,304.33
PO-2024-0000766,1,PROD_001974,238,5.3316,0.1,1268.92
PO-2024-0000767,1,PROD_003339,209,0.4475,0.21,93.53
PO-2024-0000768,1,PROD_002818,374,3.562,0.1,1332.19
PO-2024-0000769,1,PROD_000997,317,5.6299,0.1,1784.68
PO-2024-0000770,1,PROD_002399,542,2.4625,0.04,1334.67
PO-2024-0000771,1,PROD_003207,533,1.4441,0.21,769.71
PO-2024-0000772,1,PROD_001846,489,1.2018,0.1,587.68
PO-2024-0000773,1,PROD_000598,242,1.5463,0.1,374.2
PO-2024-0000774,1,PROD_000283,412,0.9866,0.04,406.48
PO-2024-0000775,1,PROD_001840,606,1.3828,0.1,837.98
PO-2024-0000776,1,PROD_001360,222,0.5155,0.1,114.44
PO-2024-0000777,1,PROD_000419,175,1.3014,0.1,227.74
PO-2024-0000778,1,PROD_000381,149,0.8443,0.21,125.8
PO-2024-0000779,1,PROD_003553,355,1.0377,0.21,368.38
PO-2024-0000780,1,PROD_003480,120,0.4309,0.21,51.71
PO-2024-0000781,1,PROD_003132,206,0.7922,0.21,163.19
PO-2024-0000782,1,PROD_003375,316,0.5638,0.21,178.16
PO-2024-0000783,1,PROD_000627,281,2.2818,0.1,641.19
PO-2024-0000784,1,PROD_001531,137,0.802,0.04,109.87
PO-2024-0000785,1,PROD_001115,543,0.7452,0.1,404.64
PO-2024-0000786,1,PROD_000302,273,2.1916,0.1,598.31
PO-2024-0000787,1,PROD_001303,277,1.8514,0.21,512.84
PO-2024-0000788,1,PROD_002243,313,2.2446,0.1,702.56
PO-2024-0000789,1,PROD_000803,119,0.5257,0.1,62.56
PO-2024-0000790,1,PROD_001500,260,1.0293,0.04,267.62
PO-2024-0000791,1,PROD_002216,181,3.6018,0.1,651.93
PO-2024-0000792,1,PROD_000491,208,7.043,0.1,1464.94
PO-2024-0000793,1,PROD_002095,373,3.718,0.04,1386.81
PO-2024-0000794,1,PROD_002718,204,6.9457,0.1,1416.92
PO-2024-0000794,2,PROD_001131,339,1.6575,0.1,561.89
PO-2024-0000795,1,PROD_003352,347,1.2614,0.21,437.71
PO-2024-0000796,1,PROD_003113,215,3.6857,0.1,792.43
PO-2024-0000797,1,PROD_000589,319,0.8008,0.1,255.46
PO-2024-0000798,1,PROD_001640,432,0.8987,0.1,388.24
PO-2024-0000799,1,PROD_002926,259,1.7674,0.21,457.76
PO-2024-0000800,1,PROD_001770,293,2.1585,0.1,632.44
PO-2024-0000801,1,PROD_000504,154,4.8845,0.04,752.21
PO-2024-0000801,2,PROD_003665,170,2.5216,0.21,428.67
PO-2024-0000802,1,PROD_003039,303,1.5227,0.21,461.38
PO-2024-0000802,2,PROD_002971,366,1.9575,0.21,716.45
PO-2024-0000803,1,PROD_001962,288,1.5328,0.04,441.45
PO-2024-0000804,1,PROD_003541,281,1.6729,0.21,470.08
PO-2024-0000805,1,PROD_003701,183,0.9043,0.1,165.49
PO-2024-0000806,1,PROD_000714,176,2.8065,0.21,493.94
PO-2024-0000807,1,PROD_001604,299,0.7234,0.04,216.3
PO-2024-0000808,1,PROD_003668,191,0.4925,0.1,94.07
PO-2024-0000809,1,PROD_002498,466,1.3008,0.1,606.17
PO-2024-0000810,1,PROD_001624,325,0.9331,0.1,303.26
PO-2024-0000811,1,PROD_002390,402,0.9691,0.1,389.58
PO-2024-0000811,2,PROD_000905,264,0.8487,0.1,224.06
PO-2024-0000811,3,PROD_001774,200,0.9515,0.1,190.3
PO-2024-0000812,1,PROD_000084,172,0.8595,0.21,147.83
PO-2024-0000813,1,PROD_000707,134,0.8185,0.1,109.68
PO-2024-0000813,2,PROD_002346,259,1.4147,0.1,366.41
PO-2024-0000814,1,PROD_003651,362,0.6719,0.1,243.23
PO-2024-0000814,2,PROD_000621,361,0.4278,0.1,154.44
PO-2024-0000815,1,PROD_003706,224,0.5934,0.21,132.92
PO-2024-0000816,1,PROD_002333,341,0.7136,0.21,243.34
PO-2024-0000817,1,PROD_002892,330,0.854,0.21,281.82
PO-2024-0000817,2,PROD_002861,310,0.6236,0.21,193.32
PO-2024-0000818,1,PROD_000364,167,3.3411,0.1,557.96
PO-2024-0000819,1,PROD_000557,160,1.4907,0.04,238.51
PO-2024-0000819,2,PROD_001587,150,1.6875,0.04,253.12
PO-2024-0000820,1,PROD_000247,302,0.4965,0.1,149.94
PO-2024-0000821,1,PROD_003143,530,0.5942,0.21,314.93
PO-2024-0000822,1,PROD_003465,338,0.6665,0.21,225.28
PO-2024-0000823,1,PROD_000124,371,3.3449,0.04,1240.96
PO-2024-0000824,1,PROD_001792,325,0.7809,0.1,253.79
PO-2024-0000824,2,PROD_000032,340,4.5156,0.1,1535.3
PO-2024-0000825,1,PROD_000098,333,1.6739,0.21,557.41
PO-2024-0000825,2,PROD_003396,223,0.9312,0.21,207.66
PO-2024-0000826,1,PROD_002666,212,0.771,0.21,163.45
PO-2024-0000827,1,PROD_003280,349,1.1752,0.21,410.14
PO-2024-0000828,1,PROD_000439,520,4.6191,0.1,2401.93
PO-2024-0000829,1,PROD_000672,260,0.1064,0.04,27.66
PO-2024-0000830,1,PROD_000840,345,0.4944,0.1,170.57
PO-2024-0000830,2,PROD_002026,326,1.0879,0.1,354.66
PO-2024-0000830,3,PROD_003690,440,1.1949,0.1,525.76
PO-2024-0000830,4,PROD_003241,252,1.6397,0.1,413.2
PO-2024-0000831,1,PROD_000161,486,0.4711,0.21,228.95
PO-2024-0000832,1,PROD_000705,192,1.2033,0.1,231.03
PO-2024-0000833,1,PROD_001186,248,1.6291,0.04,404.02
PO-2024-0000834,1,PROD_000900,224,0.5487,0.1,122.91
PO-2024-0000835,1,PROD_002079,220,0.7482,0.04,164.6
PO-2024-0000836,1,PROD_002333,182,0.7984,0.21,145.31
PO-2024-0000837,1,PROD_003229,231,3.1144,0.21,719.43
PO-2024-0000838,1,PROD_003411,149,1.7038,0.21,253.87
PO-2024-0000839,1,PROD_000341,161,0.889,0.1,143.13
PO-2024-0000840,1,PROD_002391,278,0.7959,0.21,221.26
PO-2024-0000841,1,PROD_003318,205,0.5753,0.21,117.94
PO-2024-0000842,1,PROD_002320,245,0.7326,0.21,179.49
PO-2024-0000843,1,PROD_002375,273,0.9509,0.04,259.6
PO-2024-0000844,1,PROD_002013,521,3.7719,0.04,1965.16
PO-2024-0000845,1,PROD_002455,276,2.2076,0.21,609.3
PO-2024-0000845,2,PROD_001554,163,0.2572,0.21,41.92
PO-2024-0000846,1,PROD_002793,171,1.0989,0.21,187.91
PO-2024-0000846,2,PROD_000737,294,2.0829,0.21,612.37
PO-2024-0000847,1,PROD_003139,306,1.9263,0.21,589.45
PO-2024-0000847,2,PROD_003084,199,0.9449,0.21,188.04
PO-2024-0000848,1,PROD_001984,193,1.3534,0.04,261.21
PO-2024-0000849,1,PROD_003314,304,0.769,0.21,233.78
PO-2024-0000850,1,PROD_003681,286,0.891,0.1,254.83
PO-2024-0000851,1,PROD_001386,117,5.3317,0.1,623.81
PO-2024-0000851,2,PROD_001428,263,1.4112,0.1,371.15
PO-2024-0000852,1,PROD_000556,347,1.7111,0.1,593.75
PO-2024-0000852,2,PROD_002866,157,0.8991,0.21,141.16
PO-2024-0000853,1,PROD_001855,170,1.9629,0.1,333.69
PO-2024-0000854,1,PROD_001331,225,1.0669,0.04,240.05
PO-2024-0000855,1,PROD_000998,277,1.1089,0.04,307.17
PO-2024-0000856,1,PROD_002429,359,8.6489,0.04,3104.96
PO-2024-0000857,1,PROD_003418,261,1.3814,0.21,360.55
PO-2024-0000857,2,PROD_000952,160,0.4175,0.21,66.8
PO-2024-0000858,1,PROD_001267,373,2.064,0.1,769.87
PO-2024-0000859,1,PROD_000476,324,0.4099,0.04,132.81
PO-2024-0000859,2,PROD_001831,233,0.2889,0.04,67.31
PO-2024-0000860,1,PROD_000836,295,0.677,0.04,199.72
PO-2024-0000861,1,PROD_000013,385,1.2977,0.21,499.61
PO-2024-0000861,2,PROD_003123,352,2.3594,0.21,830.51
PO-2024-0000861,3,PROD_001349,516,2.0034,0.1,1033.75
PO-2024-0000862,1,PROD_000442,249,4.3199,0.04,1075.66
PO-2024-0000862,2,PROD_002580,542,0.359,0.21,194.58
PO-2024-0000863,1,PROD_000729,146,1.5584,0.1,227.53
PO-2024-0000863,2,PROD_000351,156,1.6858,0.1,262.98
PO-2024-0000864,1,PROD_001370,472,0.8404,0.1,396.67
PO-2024-0000864,2,PROD_001647,511,0.7507,0.1,383.61
PO-2024-0000865,1,PROD_001362,434,1.3901,0.1,603.3
PO-2024-0000866,1,PROD_003061,163,1.0084,0.21,164.37
PO-2024-0000867,1,PROD_003502,194,1.166,0.21,226.2
PO-2024-0000868,1,PROD_001541,493,0.9122,0.1,449.71
PO-2024-0000869,1,PROD_000220,259,0.9493,0.04,245.87
PO-2024-0000870,1,PROD_002272,267,1.3311,0.1,355.4
PO-2024-0000871,1,PROD_002166,244,1.2446,0.04,303.68
PO-2024-0000871,2,PROD_000873,330,2.7419,0.04,904.83
PO-2024-0000872,1,PROD_003158,381,2.1793,0.21,830.31
PO-2024-0000873,1,PROD_000125,424,1.4939,0.1,633.41
PO-2024-0000874,1,PROD_000835,547,0.9601,0.1,525.17
PO-2024-0000875,1,PROD_003666,330,1.0981,0.21,362.37
PO-2024-0000876,1,PROD_003328,283,1.2245,0.21,346.53
PO-2024-0000877,1,PROD_003359,249,0.4569,0.21,113.77
PO-2024-0000878,1,PROD_002857,312,0.8219,0.1,256.43
PO-2024-0000879,1,PROD_001322,229,1.5764,0.1,361.0
PO-2024-0000880,1,PROD_000064,183,0.6271,0.21,114.76
PO-2024-0000881,1,PROD_002581,243,0.8728,0.1,212.09
PO-2024-0000882,1,PROD_002129,235,4.2717,0.04,1003.85
PO-2024-0000883,1,PROD_002253,349,0.8583,0.04,299.55
PO-2024-0000884,1,PROD_000479,187,2.6523,0.04,495.98
PO-2024-0000885,1,PROD_003322,181,1.1072,0.21,200.4
PO-2024-0000886,1,PROD_001383,245,3.1654,0.1,775.52
PO-2024-0000887,1,PROD_000823,153,1.8482,0.04,282.77
PO-2024-0000888,1,PROD_000274,210,1.5348,0.1,322.31
PO-2024-0000889,1,PROD_001404,261,16.7004,0.1,4358.8
PO-2024-0000890,1,PROD_002910,225,3.3855,0.1,761.74
PO-2024-0000891,1,PROD_001917,279,1.1996,0.1,334.69
PO-2024-0000892,1,PROD_003624,321,1.6736,0.1,537.23
PO-2024-0000893,1,PROD_001413,300,4.0857,0.04,1225.71
PO-2024-0000894,1,PROD_002053,335,0.8778,0.04,294.06
PO-2024-0000895,1,PROD_003606,154,3.6235,0.1,558.02
PO-2024-0000896,1,PROD_002902,264,2.2767,0.21,601.05
PO-2024-0000897,1,PROD_001495,370,0.3323,0.1,122.95
PO-2024-0000898,1,PROD_001648,377,1.1119,0.1,419.19
PO-2024-0000899,1,PROD_000835,303,0.9415,0.1,285.27
PO-2024-0000900,1,PROD_000367,333,1.8158,0.1,604.66
PO-2024-0000900,2,PROD_001689,308,1.9894,0.1,612.74
PO-2024-0000901,1,PROD_003029,342,1.2966,0.21,443.44
PO-2024-0000901,2,PROD_001449,257,0.1659,0.1,42.64
PO-2024-0000902,1,PROD_000615,268,1.5716,0.21,421.19
PO-2024-0000902,2,PROD_000974,388,0.8255,0.04,320.29
PO-2024-0000903,1,PROD_002133,506,0.7964,0.21,402.98
PO-2024-0000904,1,PROD_002428,549,1.0795,0.1,592.65
PO-2024-0000905,1,PROD_002829,235,0.8525,0.21,200.34
PO-2024-0000906,1,PROD_002192,245,1.3077,0.04,320.39
PO-2024-0000907,1,PROD_001009,412,1.1794,0.04,485.91
PO-2024-0000907,2,PROD_001282,302,2.6225,0.21,792.0
PO-2024-0000908,1,PROD_003168,565,0.8156,0.21,460.81
PO-2024-0000909,1,PROD_001378,219,0.3378,0.21,73.98
PO-2024-0000910,1,PROD_001034,202,2.7546,0.1,556.43
PO-2024-0000911,1,PROD_000696,251,3.9262,0.21,985.48
PO-2024-0000912,1,PROD_002087,347,3.9754,0.04,1379.46
PO-2024-0000913,1,PROD_002131,599,1.4361,0.04,860.22
PO-2024-0000913,2,PROD_001576,290,1.7643,0.21,511.65
PO-2024-0000914,1,PROD_001769,185,0.7404,0.1,136.97
PO-2024-0000915,1,PROD_001671,293,1.0722,0.04,314.15
PO-2024-0000916,1,PROD_000097,437,0.8916,0.21,389.63
PO-2024-0000917,1,PROD_001269,457,1.1793,0.1,538.94
PO-2024-0000918,1,PROD_002283,298,0.6341,0.21,188.96
PO-2024-0000919,1,PROD_001685,132,1.1313,0.1,149.33
PO-2024-0000920,1,PROD_000075,156,2.9448,0.21,459.39
PO-2024-0000921,1,PROD_003464,329,0.8682,0.21,285.64
PO-2024-0000922,1,PROD_002409,187,0.5175,0.1,96.77
PO-2024-0000922,2,PROD_003026,246,0.7444,0.1,183.12
PO-2024-0000922,3,PROD_000057,216,10.8716,0.1,2348.27
PO-2024-0000923,1,PROD_003413,124,1.5526,0.21,192.52
PO-2024-0000924,1,PROD_001524,227,2.1412,0.1,486.05
PO-2024-0000925,1,PROD_001617,304,1.067,0.04,324.37
PO-2024-0000926,1,PROD_001278,136,1.6106,0.21,219.04
PO-2024-0000927,1,PROD_002596,276,3.5986,0.21,993.21
PO-2024-0000928,1,PROD_002388,251,2.1419,0.1,537.62
PO-2024-0000929,1,PROD_001140,260,0.6051,0.1,157.33
PO-2024-0000929,2,PROD_000888,362,0.8389,0.1,303.68
PO-2024-0000930,1,PROD_002270,201,0.5318,0.1,106.89
PO-2024-0000931,1,PROD_001316,130,5.7727,0.04,750.45
PO-2024-0000931,2,PROD_001554,126,0.2873,0.21,36.2
PO-2024-0000932,1,PROD_002759,461,1.1353,0.21,523.37
PO-2024-0000933,1,PROD_002340,314,14.9027,0.04,4679.45
PO-2024-0000934,1,PROD_001360,196,0.5796,0.1,113.6
PO-2024-0000935,1,PROD_001466,230,0.8408,0.21,193.38
PO-2024-0000935,2,PROD_002399,282,2.2425,0.04,632.38
PO-2024-0000936,1,PROD_002693,270,1.1258,0.21,303.97
PO-2024-0000937,1,PROD_000603,300,2.0125,0.1,603.75
PO-2024-0000938,1,PROD_000887,464,4.193,0.1,1945.55
PO-2024-0000938,2,PROD_001901,346,7.0099,0.1,2425.43
PO-2024-0000939,1,PROD_000184,402,0.8381,0.1,336.92
PO-2024-0000940,1,PROD_001775,125,1.022,0.1,127.75
PO-2024-0000941,1,PROD_001001,302,3.3126,0.04,1000.41
PO-2024-0000942,1,PROD_003431,175,0.5285,0.21,92.49
PO-2024-0000943,1,PROD_000363,177,1.441,0.04,255.06
PO-2024-0000944,1,PROD_002274,329,3.7238,0.1,1225.13
PO-2024-0000945,1,PROD_003722,274,2.5937,0.21,710.67
PO-2024-0000946,1,PROD_000715,269,0.6167,0.21,165.89
PO-2024-0000947,1,PROD_002047,338,3.2673,0.1,1104.35
PO-2024-0000948,1,PROD_000577,347,2.3398,0.1,811.91
PO-2024-0000949,1,PROD_000072,132,1.1182,0.21,147.6
PO-2024-0000950,1,PROD_002593,111,4.9377,0.04,548.08
PO-2024-0000951,1,PROD_001309,328,0.619,0.1,203.03
PO-2024-0000952,1,PROD_003529,269,1.5352,0.21,412.97
PO-2024-0000953,1,PROD_000015,149,4.9873,0.1,743.11
PO-2024-0000953,2,PROD_000622,280,0.6064,0.1,169.79
PO-2024-0000954,1,PROD_001846,382,1.0664,0.1,407.36
PO-2024-0000955,1,PROD_000652,295,1.172,0.1,345.74
PO-2024-0000956,1,PROD_001753,164,0.8784,0.04,144.06
PO-2024-0000957,1,PROD_002504,297,8.6485,0.04,2568.6
PO-2024-0000957,2,PROD_002192,261,1.4702,0.04,383.72
PO-2024-0000958,1,PROD_001328,262,2.5457,0.21,666.97
PO-2024-0000959,1,PROD_003466,151,2.5776,0.21,389.22
PO-2024-0000960,1,PROD_002391,252,0.7088,0.21,178.62
PO-2024-0000961,1,PROD_002266,247,1.2755,0.04,315.05
PO-2024-0000962,1,PROD_000120,199,1.5774,0.1,313.9
PO-2024-0000963,1,PROD_002939,268,1.9214,0.21,514.94
PO-2024-0000964,1,PROD_001989,146,1.9787,0.04,288.89
PO-2024-0000965,1,PROD_002812,218,3.8703,0.1,843.73
PO-2024-0000966,1,PROD_000153,443,4.8907,0.04,2166.58
PO-2024-0000967,1,PROD_001218,252,6.8464,0.1,1725.29
PO-2024-0000968,1,PROD_002414,253,0.6994,0.1,176.95
PO-2024-0000969,1,PROD_003607,305,1.1242,0.1,342.88
PO-2024-0000969,2,PROD_003597,191,6.1034,0.1,1165.75
PO-2024-0000970,1,PROD_002626,265,0.4419,0.21,117.1
PO-2024-0000971,1,PROD_001899,244,6.5311,0.1,1593.59
PO-2024-0000972,1,PROD_001480,320,2.9655,0.04,948.96
PO-2024-0000973,1,PROD_000345,256,2.05,0.1,524.8
PO-2024-0000974,1,PROD_001163,128,0.7411,0.21,94.86
PO-2024-0000975,1,PROD_000691,150,1.0263,0.1,153.94
PO-2024-0000975,2,PROD_000224,337,0.664,0.1,223.77
PO-2024-0000975,3,PROD_001581,343,0.6733,0.1,230.94
PO-2024-0000976,1,PROD_001737,367,0.6753,0.04,247.84
PO-2024-0000977,1,PROD_000634,230,0.5196,0.1,119.51
PO-2024-0000978,1,PROD_001378,168,0.3107,0.21,52.2
PO-2024-0000979,1,PROD_003357,213,1.7102,0.21,364.27
PO-2024-0000980,1,PROD_002892,409,0.9228,0.21,377.43
PO-2024-0000981,1,PROD_000143,470,2.2253,0.04,1045.89
PO-2024-0000982,1,PROD_002251,450,1.0746,0.1,483.57
