po_id,supplier_id,dc_id,order_date,expected_receipt_date,actual_receipt_date,status,incoterm,payment_terms,currency,total_cost_net,tax_amount,total_cost_gross
PO-2024-0000392,SUP_00016,DC_BCN,2024-03-21,2024-03-26,2024-03-26,received,DAP,30D,EUR,476.97,47.7,524.67
PO-2024-0000393,SUP_00015,DC_BCN,2024-03-23,2024-03-26,2024-03-26,received,DAP,30D,EUR,196.46,7.86,204.32
PO-2024-0000394,SUP_00014,DC_VLC,2024-03-23,2024-04-04,2024-04-04,received,DAP,30D,EUR,4414.2,441.42,4855.62
PO-2024-0000395,SUP_00015,DC_VLC,2024-03-23,2024-03-26,2024-03-26,received,DAP,30D,EUR,379.15,15.17,394.32
PO-2024-0000396,SUP_00019,DC_VLC,2024-03-23,2024-03-25,2024-03-25,received,DAP,30D,EUR,1173.55,117.36,1290.91
PO-2024-0000397,SUP_00017,DC_VLC,2024-03-23,2024-04-01,2024-04-01,received,DAP,30D,EUR,343.03,34.3,377.33
PO-2024-0000398,SUP_00004,DC_BCN,2024-03-24,2024-04-07,2024-04-07,received,DAP,30D,EUR,253.63,53.26,306.89
PO-2024-0000399,SUP_00007,DC_BCN,2024-03-24,2024-03-28,2024-03-28,received,DAP,30D,EUR,166.73,6.67,173.4
PO-2024-0000400,SUP_00017,DC_BCN,2024-03-25,2024-04-04,2024-04-04,received,DAP,30D,EUR,220.93,22.09,243.02
PO-2024-0000401,SUP_00016,DC_MAD,2024-03-25,2024-04-01,2024-04-01,received,DAP,30D,EUR,550.48,115.6,666.08
PO-2024-0000402,SUP_00004,DC_BCN,2024-03-26,2024-04-09,2024-04-09,received,DAP,30D,EUR,267.91,56.26,324.17
PO-2024-0000403,SUP_00016,DC_SEV,2024-03-26,2024-03-31,2024-03-31,received,DAP,30D,EUR,486.07,48.61,534.68
PO-2024-0000404,SUP_00016,DC_ZGZ,2024-03-26,2024-04-01,2024-04-01,received,DAP,30D,EUR,754.51,158.45,912.96
PO-2024-0000405,SUP_00015,DC_ZGZ,2024-03-26,2024-03-30,2024-03-30,received,DAP,30D,EUR,76.77,3.07,79.84
PO-2024-0000406,SUP_00019,DC_ZGZ,2024-03-26,2024-03-29,2024-03-29,received,DAP,30D,EUR,1131.11,113.11,1244.22
PO-2024-0000407,SUP_00004,DC_BCN,2024-03-27,2024-04-07,2024-04-07,received,DAP,30D,EUR,732.65,153.86,886.51
PO-2024-0000408,SUP_00016,DC_BCN,2024-03-27,2024-04-02,2024-04-02,received,DAP,30D,EUR,760.04,159.61,919.65
PO-2024-0000409,SUP_00004,DC_ZGZ,2024-03-27,2024-04-06,2024-04-06,received,DAP,30D,EUR,918.93,192.98,1111.91
PO-2024-0000410,SUP_00016,DC_ZGZ,2024-03-27,2024-04-03,2024-04-03,received,DAP,30D,EUR,125.13,26.28,151.41
PO-2024-0000411,SUP_00004,DC_MAD,2024-03-29,2024-04-08,2024-04-08,received,DAP,30D,EUR,335.76,70.51,406.27
PO-2024-0000412,SUP_00014,DC_MAD,2024-03-29,2024-04-10,2024-04-10,received,DAP,30D,EUR,953.8,95.38,1049.18
PO-2024-0000413,SUP_00015,DC_BCN,2024-03-29,2024-04-02,2024-04-02,received,DAP,30D,EUR,215.25,8.61,223.86
PO-2024-0000414,SUP_00007,DC_BCN,2024-03-29,2024-04-02,2024-04-02,received,DAP,30D,EUR,250.39,10.02,260.41
PO-2024-0000415,SUP_00007,DC_ZGZ,2024-03-29,2024-04-02,2024-04-02,received,DAP,30D,EUR,157.49,33.07,190.56
PO-2024-0000416,SUP_00015,DC_ZGZ,2024-03-29,2024-04-02,2024-04-02,received,DAP,30D,EUR,176.48,7.06,183.54
PO-2024-0000417,SUP_00016,DC_BCN,2024-03-29,2024-04-03,2024-04-03,received,DAP,30D,EUR,450.14,94.53,544.67
PO-2024-0000418,SUP_00007,DC_ZGZ,2024-03-30,2024-04-03,2024-04-03,received,DAP,30D,EUR,409.3,16.37,425.67
PO-2024-0000419,SUP_00017,DC_ZGZ,2024-03-30,2024-04-09,2024-04-09,received,DAP,30D,EUR,834.11,83.41,917.52
PO-2024-0000420,SUP_00007,DC_BCN,2024-03-30,2024-04-02,2024-04-02,received,DAP,30D,EUR,257.67,10.31,267.98
PO-2024-0000421,SUP_00014,DC_BCN,2024-03-30,2024-04-11,2024-04-11,received,DAP,30D,EUR,600.31,60.03,660.34
PO-2024-0000422,SUP_00004,DC_BCN,2024-03-30,2024-04-12,2024-04-12,received,DAP,30D,EUR,303.21,63.67,366.88
PO-2024-0000423,SUP_00017,DC_BCN,2024-03-30,2024-04-08,2024-04-08,received,DAP,30D,EUR,510.56,51.06,561.62
PO-2024-0000424,SUP_00016,DC_BCN,2024-03-31,2024-04-06,2024-04-06,received,DAP,30D,EUR,867.33,182.14,1049.47
PO-2024-0000425,SUP_00014,DC_BCN,2024-03-31,2024-04-11,2024-04-11,received,DAP,30D,EUR,398.79,39.88,438.67
PO-2024-0000426,SUP_00016,DC_MAD,2024-03-31,2024-04-06,2024-04-06,received,DAP,30D,EUR,928.94,195.08,1124.02
PO-2024-0000427,SUP_00007,DC_MAD,2024-03-31,2024-04-03,2024-04-03,received,DAP,30D,EUR,424.31,16.97,441.28
PO-2024-0000428,SUP_00016,DC_BCN,2024-04-01,2024-04-07,2024-04-07,received,DAP,30D,EUR,144.49,30.34,174.83
PO-2024-0000429,SUP_00015,DC_VLC,2024-04-01,2024-04-04,2024-04-04,received,DAP,30D,EUR,304.42,12.18,316.6
PO-2024-0000430,SUP_00015,DC_BCN,2024-04-01,2024-04-04,2024-04-04,received,DAP,30D,EUR,333.95,13.36,347.31
PO-2024-0000431,SUP_00017,DC_BCN,2024-04-01,2024-04-09,2024-04-09,received,DAP,30D,EUR,259.81,25.98,285.79
PO-2024-0000432,SUP_00016,DC_ZGZ,2024-04-02,2024-04-08,2024-04-08,received,DAP,30D,EUR,198.51,41.69,240.2
PO-2024-0000433,SUP_00014,DC_MAD,2024-04-02,2024-04-12,2024-04-12,received,DAP,30D,EUR,838.1,83.81,921.91
PO-2024-0000434,SUP_00016,DC_ZGZ,2024-04-03,2024-04-09,2024-04-09,received,DAP,30D,EUR,595.49,125.05,720.54
PO-2024-0000435,SUP_00014,DC_MAD,2024-04-03,2024-04-12,2024-04-12,received,DAP,30D,EUR,1704.94,170.49,1875.43
PO-2024-0000436,SUP_00004,DC_MAD,2024-04-03,2024-04-15,2024-04-15,received,DAP,30D,EUR,664.23,139.49,803.72
PO-2024-0000437,SUP_00007,DC_MAD,2024-04-03,2024-04-06,2024-04-06,received,DAP,30D,EUR,439.29,92.25,531.54
PO-2024-0000438,SUP_00014,DC_VLC,2024-04-03,2024-04-14,2024-04-14,received,DAP,30D,EUR,812.31,81.23,893.54
PO-2024-0000439,SUP_00017,DC_SEV,2024-04-03,2024-04-12,2024-04-12,received,DAP,30D,EUR,324.25,32.43,356.68
PO-2024-0000440,SUP_00004,DC_SEV,2024-04-03,2024-04-14,2024-04-14,received,DAP,30D,EUR,371.41,78.0,449.41
PO-2024-0000441,SUP_00007,DC_VLC,2024-04-03,2024-04-06,2024-04-06,received,DAP,30D,EUR,614.85,24.59,639.44
PO-2024-0000442,SUP_00005,DC_ZGZ,2024-04-03,2024-04-08,2024-04-08,received,DAP,30D,EUR,146.08,14.61,160.69
PO-2024-0000443,SUP_00016,DC_BCN,2024-04-03,2024-04-09,2024-04-09,received,DAP,30D,EUR,707.78,97.69,805.47
PO-2024-0000444,SUP_00019,DC_BCN,2024-04-04,2024-04-06,2024-04-06,received,DAP,30D,EUR,467.11,46.71,513.82
PO-2024-0000445,SUP_00007,DC_SEV,2024-04-05,2024-04-08,2024-04-08,received,DAP,30D,EUR,208.65,43.82,252.47
PO-2024-0000446,SUP_00007,DC_BCN,2024-04-05,2024-04-08,2024-04-08,received,DAP,30D,EUR,536.44,112.65,649.09
PO-2024-0000447,SUP_00016,DC_BCN,2024-04-05,2024-04-10,2024-04-10,received,DAP,30D,EUR,143.51,14.35,157.86
PO-2024-0000448,SUP_00015,DC_SEV,2024-04-05,2024-04-08,2024-04-08,received,DAP,30D,EUR,199.23,7.97,207.2
PO-2024-0000449,SUP_00014,DC_BCN,2024-04-05,2024-04-14,2024-04-14,received,DAP,30D,EUR,442.57,44.26,486.83
PO-2024-0000450,SUP_00015,DC_BCN,2024-04-05,2024-04-09,2024-04-09,received,DAP,30D,EUR,251.09,10.04,261.13
PO-2024-0000451,SUP_00017,DC_BCN,2024-04-06,2024-04-15,2024-04-15,received,DAP,30D,EUR,417.19,41.72,458.91
PO-2024-0000452,SUP_00016,DC_BCN,2024-04-06,2024-04-12,2024-04-12,received,DAP,30D,EUR,323.29,67.89,391.18
PO-2024-0000453,SUP_00007,DC_ZGZ,2024-04-06,2024-04-09,2024-04-09,received,DAP,30D,EUR,520.05,20.8,540.85
PO-2024-0000454,SUP_00019,DC_ZGZ,2024-04-06,2024-04-08,2024-04-08,received,DAP,30D,EUR,325.54,32.55,358.09
PO-2024-0000455,SUP_00019,DC_BCN,2024-04-07,2024-04-09,2024-04-09,received,DAP,30D,EUR,497.51,49.75,547.26
PO-2024-0000456,SUP_00016,DC_ZGZ,2024-04-08,2024-04-13,2024-04-13,received,DAP,30D,EUR,142.03,14.2,156.23
PO-2024-0000457,SUP_00015,DC_MAD,2024-04-09,2024-04-12,2024-04-12,received,DAP,30D,EUR,370.94,14.84,385.78
PO-2024-0000458,SUP_00016,DC_MAD,2024-04-09,2024-04-14,2024-04-14,received,DAP,30D,EUR,1343.18,230.26,1573.44
PO-2024-0000459,SUP_00004,DC_MAD,2024-04-09,2024-04-20,2024-04-20,received,DAP,30D,EUR,513.89,107.92,621.81
PO-2024-0000460,SUP_00017,DC_BCN,2024-04-09,2024-04-17,2024-04-17,received,DAP,30D,EUR,284.43,28.44,312.87
PO-2024-0000461,SUP_00019,DC_BCN,2024-04-09,2024-04-11,2024-04-11,received,DAP,30D,EUR,323.65,32.37,356.02
PO-2024-0000462,SUP_00004,DC_ZGZ,2024-04-10,2024-04-18,2024-04-18,received,DAP,30D,EUR,117.8,24.74,142.54
PO-2024-0000463,SUP_00017,DC_ZGZ,2024-04-10,2024-04-17,2024-04-17,received,DAP,30D,EUR,882.12,88.21,970.33
PO-2024-0000464,SUP_00015,DC_BCN,2024-04-10,2024-04-13,2024-04-13,received,DAP,30D,EUR,1794.26,71.77,1866.03
PO-2024-0000465,SUP_00016,DC_BCN,2024-04-10,2024-04-15,2024-04-15,received,DAP,30D,EUR,165.0,34.65,199.65
PO-2024-0000466,SUP_00017,DC_SEV,2024-04-10,2024-04-18,2024-04-18,received,DAP,30D,EUR,638.66,63.87,702.53
PO-2024-0000467,SUP_00014,DC_BCN,2024-04-11,2024-04-19,2024-04-19,received,DAP,30D,EUR,280.92,28.09,309.01
PO-2024-0000468,SUP_00016,DC_MAD,2024-04-12,2024-04-18,2024-04-18,received,DAP,30D,EUR,502.51,50.25,552.76
PO-2024-0000469,SUP_00016,DC_SEV,2024-04-12,2024-04-16,2024-04-16,received,DAP,30D,EUR,310.88,31.09,341.97
PO-2024-0000470,SUP_00014,DC_BCN,2024-04-12,2024-04-21,2024-04-21,received,DAP,30D,EUR,308.34,30.83,339.17
PO-2024-0000471,SUP_00004,DC_BCN,2024-04-12,2024-04-22,2024-04-22,received,DAP,30D,EUR,145.31,30.52,175.83
PO-2024-0000472,SUP_00017,DC_BCN,2024-04-12,2024-04-21,2024-04-21,received,DAP,30D,EUR,687.03,68.7,755.73
PO-2024-0000473,SUP_00019,DC_BCN,2024-04-12,2024-04-14,2024-04-14,received,DAP,30D,EUR,358.91,35.89,394.8
PO-2024-0000474,SUP_00007,DC_SEV,2024-04-12,2024-04-15,2024-04-15,received,DAP,30D,EUR,302.21,63.46,365.67
PO-2024-0000475,SUP_00019,DC_MAD,2024-04-13,2024-04-15,2024-04-15,received,DAP,30D,EUR,479.17,47.92,527.09
PO-2024-0000476,SUP_00015,DC_MAD,2024-04-13,2024-04-16,2024-04-16,received,DAP,30D,EUR,93.32,3.73,97.05
PO-2024-0000477,SUP_00014,DC_MAD,2024-04-13,2024-04-24,2024-04-24,received,DAP,30D,EUR,353.15,35.31,388.46
PO-2024-0000478,SUP_00015,DC_ZGZ,2024-04-13,2024-04-17,2024-04-17,received,DAP,30D,EUR,469.16,18.77,487.93
PO-2024-0000479,SUP_00014,DC_ZGZ,2024-04-13,2024-04-24,2024-04-24,received,DAP,30D,EUR,965.56,96.56,1062.12
PO-2024-0000480,SUP_00007,DC_VLC,2024-04-13,2024-04-16,2024-04-16,received,DAP,30D,EUR,1526.47,174.46,1700.93
PO-2024-0000481,SUP_00016,DC_ZGZ,2024-04-15,2024-04-20,2024-04-20,received,DAP,30D,EUR,735.34,154.42,889.76
PO-2024-0000482,SUP_00014,DC_VLC,2024-04-15,2024-04-26,2024-04-26,received,DAP,30D,EUR,708.22,70.82,779.04
PO-2024-0000483,SUP_00015,DC_ZGZ,2024-04-16,2024-04-19,2024-04-19,received,DAP,30D,EUR,301.04,12.04,313.08
PO-2024-0000484,SUP_00016,DC_BCN,2024-04-16,2024-04-22,2024-04-22,received,DAP,30D,EUR,478.98,69.86,548.84
PO-2024-0000485,SUP_00016,DC_MAD,2024-04-16,2024-04-21,2024-04-21,received,DAP,30D,EUR,295.56,62.07,357.63
PO-2024-0000486,SUP_00016,DC_ZGZ,2024-04-17,2024-04-21,2024-04-21,received,DAP,30D,EUR,150.44,31.59,182.03
PO-2024-0000487,SUP_00007,DC_BCN,2024-04-17,2024-04-20,2024-04-20,received,DAP,30D,EUR,1675.26,67.01,1742.27
PO-2024-0000488,SUP_00017,DC_BCN,2024-04-17,2024-04-27,2024-04-27,received,DAP,30D,EUR,163.73,16.37,180.1
PO-2024-0000489,SUP_00019,DC_BCN,2024-04-17,2024-04-19,2024-04-19,received,DAP,30D,EUR,639.92,63.99,703.91
PO-2024-0000490,SUP_00019,DC_VLC,2024-04-17,2024-04-19,2024-04-19,received,DAP,30D,EUR,2816.48,281.65,3098.13
PO-2024-0000491,SUP_00004,DC_VLC,2024-04-17,2024-04-29,2024-04-29,received,DAP,30D,EUR,941.9,197.8,1139.7
PO-2024-0000492,SUP_00004,DC_SEV,2024-04-18,2024-04-29,2024-04-29,received,DAP,30D,EUR,311.69,65.45,377.14
PO-2024-0000493,SUP_00019,DC_BCN,2024-04-18,2024-04-20,2024-04-20,received,DAP,30D,EUR,563.47,56.35,619.82
PO-2024-0000494,SUP_00016,DC_BCN,2024-04-18,2024-04-24,2024-04-24,received,DAP,30D,EUR,548.86,115.26,664.12
PO-2024-0000495,SUP_00015,DC_BCN,2024-04-19,2024-04-22,2024-04-22,received,DAP,30D,EUR,86.99,3.48,90.47
PO-2024-0000496,SUP_00016,DC_BCN,2024-04-19,2024-04-24,2024-04-24,received,DAP,30D,EUR,320.59,32.06,352.65
PO-2024-0000497,SUP_00017,DC_BCN,2024-04-19,2024-04-28,2024-04-28,received,DAP,30D,EUR,432.52,43.25,475.77
PO-2024-0000498,SUP_00016,DC_VLC,2024-04-19,2024-04-23,2024-04-23,received,DAP,30D,EUR,799.1,167.81,966.91
PO-2024-0000499,SUP_00004,DC_VLC,2024-04-19,2024-05-01,2024-05-01,received,DAP,30D,EUR,301.08,63.23,364.31
PO-2024-0000500,SUP_00014,DC_MAD,2024-04-19,2024-04-28,2024-04-28,received,DAP,30D,EUR,2001.76,200.18,2201.94
PO-2024-0000501,SUP_00007,DC_ZGZ,2024-04-20,2024-04-23,2024-04-23,received,DAP,30D,EUR,618.06,129.79,747.85
PO-2024-0000502,SUP_00016,DC_SEV,2024-04-20,2024-04-25,2024-04-25,received,DAP,30D,EUR,398.53,39.85,438.38
PO-2024-0000503,SUP_00007,DC_VLC,2024-04-20,2024-04-23,2024-04-23,received,DAP,30D,EUR,630.8,25.23,656.03
PO-2024-0000504,SUP_00016,DC_VLC,2024-04-20,2024-04-25,2024-04-25,received,DAP,30D,EUR,483.89,101.62,585.51
PO-2024-0000505,SUP_00017,DC_MAD,2024-04-20,2024-04-28,2024-04-28,received,DAP,30D,EUR,152.69,15.27,167.96
PO-2024-0000506,SUP_00007,DC_MAD,2024-04-20,2024-04-22,2024-04-22,received,DAP,30D,EUR,497.74,19.91,517.65
PO-2024-0000507,SUP_00016,DC_MAD,2024-04-22,2024-04-28,2024-04-28,received,DAP,30D,EUR,721.57,151.53,873.1
PO-2024-0000508,SUP_00016,DC_BCN,2024-04-22,2024-04-28,2024-04-28,received,DAP,30D,EUR,145.03,14.5,159.53
PO-2024-0000509,SUP_00004,DC_ZGZ,2024-04-22,2024-05-03,2024-05-03,received,DAP,30D,EUR,205.08,43.07,248.15
PO-2024-0000510,SUP_00014,DC_VLC,2024-04-22,2024-05-04,2024-05-04,received,DAP,30D,EUR,377.77,37.78,415.55
PO-2024-0000511,SUP_00015,DC_VLC,2024-04-22,2024-04-25,2024-04-25,received,DAP,30D,EUR,59.38,2.38,61.76
PO-2024-0000512,SUP_00017,DC_VLC,2024-04-22,2024-05-01,2024-05-01,received,DAP,30D,EUR,726.52,72.65,799.17
PO-2024-0000513,SUP_00004,DC_VLC,2024-04-22,2024-05-02,2024-05-02,received,DAP,30D,EUR,155.53,32.66,188.19
PO-2024-0000514,SUP_00016,DC_VLC,2024-04-22,2024-04-27,2024-04-27,received,DAP,30D,EUR,312.73,65.67,378.4
PO-2024-0000515,SUP_00017,DC_SEV,2024-04-23,2024-05-02,2024-05-02,received,DAP,30D,EUR,534.93,53.49,588.42
PO-2024-0000516,SUP_00019,DC_MAD,2024-04-23,2024-04-25,2024-04-25,received,DAP,30D,EUR,673.65,67.36,741.01
PO-2024-0000517,SUP_00015,DC_SEV,2024-04-23,2024-04-27,2024-04-27,received,DAP,30D,EUR,491.36,19.65,511.01
PO-2024-0000518,SUP_00007,DC_BCN,2024-04-23,2024-04-26,2024-04-26,received,DAP,30D,EUR,286.92,11.48,298.4
PO-2024-0000519,SUP_00019,DC_BCN,2024-04-23,2024-04-25,2024-04-25,received,DAP,30D,EUR,154.97,15.5,170.47
PO-2024-0000520,SUP_00016,DC_SEV,2024-04-24,2024-04-29,2024-04-29,received,DAP,30D,EUR,707.93,148.67,856.6
PO-2024-0000521,SUP_00014,DC_SEV,2024-04-24,2024-05-04,2024-05-04,received,DAP,30D,EUR,341.22,34.12,375.34
PO-2024-0000522,SUP_00017,DC_SEV,2024-04-24,2024-05-03,2024-05-03,received,DAP,30D,EUR,265.34,26.53,291.87
PO-2024-0000523,SUP_00007,DC_SEV,2024-04-24,2024-04-27,2024-04-27,received,DAP,30D,EUR,272.44,57.21,329.65
PO-2024-0000524,SUP_00014,DC_VLC,2024-04-24,2024-05-03,2024-05-03,received,DAP,30D,EUR,1996.67,199.67,2196.34
PO-2024-0000525,SUP_00004,DC_VLC,2024-04-24,2024-05-02,2024-05-02,received,DAP,30D,EUR,421.5,88.52,510.02
PO-2024-0000526,SUP_00016,DC_BCN,2024-04-24,2024-04-28,2024-04-28,received,DAP,30D,EUR,138.03,13.8,151.83
PO-2024-0000527,SUP_00017,DC_MAD,2024-04-25,2024-05-04,2024-05-04,received,DAP,30D,EUR,496.62,49.66,546.28
PO-2024-0000528,SUP_00014,DC_MAD,2024-04-25,2024-05-04,2024-05-04,received,DAP,30D,EUR,370.59,37.06,407.65
PO-2024-0000529,SUP_00004,DC_BCN,2024-04-26,2024-05-07,2024-05-07,received,DAP,30D,EUR,182.32,38.29,220.61
PO-2024-0000530,SUP_00014,DC_BCN,2024-04-26,2024-05-05,2024-05-05,received,DAP,30D,EUR,590.78,59.08,649.86
PO-2024-0000531,SUP_00005,DC_BCN,2024-04-26,2024-05-01,2024-05-01,received,DAP,30D,EUR,134.24,13.42,147.66
PO-2024-0000532,SUP_00007,DC_VLC,2024-04-26,2024-04-29,2024-04-29,received,DAP,30D,EUR,227.53,9.1,236.63
PO-2024-0000533,SUP_00007,DC_ZGZ,2024-04-27,2024-04-30,2024-04-30,received,DAP,30D,EUR,248.34,9.93,258.27
PO-2024-0000534,SUP_00017,DC_ZGZ,2024-04-27,2024-05-06,2024-05-06,received,DAP,30D,EUR,442.93,44.29,487.22
PO-2024-0000535,SUP_00019,DC_ZGZ,2024-04-27,2024-04-29,2024-04-29,received,DAP,30D,EUR,558.56,55.86,614.42
PO-2024-0000536,SUP_00014,DC_BCN,2024-04-27,2024-05-06,2024-05-06,received,DAP,30D,EUR,648.74,64.87,713.61
PO-2024-0000537,SUP_00017,DC_BCN,2024-04-27,2024-05-03,2024-05-03,received,DAP,30D,EUR,52.93,5.29,58.22
PO-2024-0000538,SUP_00004,DC_VLC,2024-04-27,2024-05-08,2024-05-08,received,DAP,30D,EUR,706.5,148.36,854.86
PO-2024-0000539,SUP_00019,DC_VLC,2024-04-27,2024-04-29,2024-04-29,received,DAP,30D,EUR,258.19,25.82,284.01
PO-2024-0000540,SUP_00015,DC_VLC,2024-04-27,2024-04-30,2024-04-30,received,DAP,30D,EUR,175.64,7.03,182.67
PO-2024-0000541,SUP_00017,DC_VLC,2024-04-27,2024-05-06,2024-05-06,received,DAP,30D,EUR,284.96,28.5,313.46
PO-2024-0000542,SUP_00014,DC_VLC,2024-04-27,2024-05-06,2024-05-06,received,DAP,30D,EUR,648.07,64.81,712.88
PO-2024-0000543,SUP_00015,DC_SEV,2024-04-28,2024-04-30,2024-04-30,received,DAP,30D,EUR,374.05,14.96,389.01
PO-2024-0000544,SUP_00016,DC_BCN,2024-04-29,2024-05-04,2024-05-04,received,DAP,30D,EUR,583.12,122.46,705.58
PO-2024-0000545,SUP_00017,DC_BCN,2024-04-30,2024-05-09,2024-05-09,received,DAP,30D,EUR,73.54,7.35,80.89
PO-2024-0000546,SUP_00014,DC_BCN,2024-04-30,2024-05-09,2024-05-09,received,DAP,30D,EUR,234.22,23.42,257.64
PO-2024-0000547,SUP_00015,DC_BCN,2024-05-01,2024-05-04,2024-05-04,received,DAP,30D,EUR,296.72,11.87,308.59
PO-2024-0000548,SUP_00017,DC_BCN,2024-05-01,2024-05-08,2024-05-08,received,DAP,30D,EUR,534.17,53.42,587.59
PO-2024-0000549,SUP_00016,DC_MAD,2024-05-01,2024-05-06,2024-05-06,received,DAP,30D,EUR,752.03,157.93,909.96
PO-2024-0000550,SUP_00014,DC_MAD,2024-05-01,2024-05-10,2024-05-10,received,DAP,30D,EUR,368.65,36.87,405.52
PO-2024-0000551,SUP_00007,DC_MAD,2024-05-01,2024-05-04,2024-05-04,received,DAP,30D,EUR,787.47,31.5,818.97
PO-2024-0000552,SUP_00014,DC_BCN,2024-05-02,2024-05-10,2024-05-10,received,DAP,30D,EUR,2424.67,242.47,2667.14
PO-2024-0000553,SUP_00015,DC_SEV,2024-05-02,2024-05-05,2024-05-05,received,DAP,30D,EUR,153.93,6.16,160.09
PO-2024-0000554,SUP_00016,DC_SEV,2024-05-02,2024-05-07,2024-05-07,received,DAP,30D,EUR,268.99,56.49,325.48
PO-2024-0000555,SUP_00016,DC_VLC,2024-05-02,2024-05-08,2024-05-08,received,DAP,30D,EUR,436.04,91.57,527.61
PO-2024-0000556,SUP_00007,DC_VLC,2024-05-02,2024-05-05,2024-05-05,received,DAP,30D,EUR,310.62,65.23,375.85
PO-2024-0000557,SUP_00017,DC_BCN,2024-05-02,2024-05-10,2024-05-10,received,DAP,30D,EUR,426.22,42.62,468.84
PO-2024-0000558,SUP_00019,DC_BCN,2024-05-02,2024-05-04,2024-05-04,received,DAP,30D,EUR,761.71,76.17,837.88
PO-2024-0000559,SUP_00007,DC_MAD,2024-05-03,2024-05-06,2024-05-06,received,DAP,30D,EUR,3710.69,148.43,3859.12
PO-2024-0000560,SUP_00007,DC_SEV,2024-05-03,2024-05-05,2024-05-05,received,DAP,30D,EUR,2047.18,81.89,2129.07
PO-2024-0000561,SUP_00016,DC_SEV,2024-05-03,2024-05-07,2024-05-07,received,DAP,30D,EUR,286.04,60.07,346.11
PO-2024-0000562,SUP_00017,DC_SEV,2024-05-03,2024-05-10,2024-05-10,received,DAP,30D,EUR,244.64,24.46,269.1
PO-2024-0000563,SUP_00015,DC_SEV,2024-05-03,2024-05-06,2024-05-06,received,DAP,30D,EUR,370.21,14.81,385.02
PO-2024-0000564,SUP_00004,DC_VLC,2024-05-03,2024-05-11,2024-05-11,received,DAP,30D,EUR,244.36,51.32,295.68
PO-2024-0000565,SUP_00007,DC_BCN,2024-05-03,2024-05-06,2024-05-06,received,DAP,30D,EUR,1062.53,42.5,1105.03
PO-2024-0000566,SUP_00004,DC_ZGZ,2024-05-04,2024-05-15,2024-05-15,received,DAP,30D,EUR,686.65,144.2,830.85
PO-2024-0000567,SUP_00014,DC_ZGZ,2024-05-04,2024-05-15,2024-05-15,received,DAP,30D,EUR,434.94,43.49,478.43
PO-2024-0000568,SUP_00017,DC_ZGZ,2024-05-04,2024-05-11,2024-05-11,received,DAP,30D,EUR,139.08,13.91,152.99
PO-2024-0000569,SUP_00017,DC_BCN,2024-05-04,2024-05-13,2024-05-13,received,DAP,30D,EUR,186.01,18.6,204.61
PO-2024-0000570,SUP_00014,DC_SEV,2024-05-04,2024-05-15,2024-05-15,received,DAP,30D,EUR,625.33,62.53,687.86
PO-2024-0000571,SUP_00016,DC_SEV,2024-05-04,2024-05-09,2024-05-09,received,DAP,30D,EUR,481.28,101.07,582.35
PO-2024-0000572,SUP_00017,DC_VLC,2024-05-04,2024-05-12,2024-05-12,received,DAP,30D,EUR,196.67,19.67,216.34
PO-2024-0000573,SUP_00007,DC_MAD,2024-05-05,2024-05-08,2024-05-08,received,DAP,30D,EUR,1264.72,218.52,1483.24
PO-2024-0000574,SUP_00016,DC_MAD,2024-05-05,2024-05-10,2024-05-10,received,DAP,30D,EUR,511.98,107.52,619.5
PO-2024-0000575,SUP_00016,DC_ZGZ,2024-05-06,2024-05-12,2024-05-12,received,DAP,30D,EUR,787.2,165.31,952.51
PO-2024-0000576,SUP_00017,DC_MAD,2024-05-06,2024-05-14,2024-05-14,received,DAP,30D,EUR,635.1,63.51,698.61
PO-2024-0000577,SUP_00014,DC_MAD,2024-05-06,2024-05-17,2024-05-17,received,DAP,30D,EUR,664.22,66.42,730.64
PO-2024-0000578,SUP_00017,DC_ZGZ,2024-05-06,2024-05-14,2024-05-14,received,DAP,30D,EUR,236.25,23.62,259.87
PO-2024-0000579,SUP_00019,DC_ZGZ,2024-05-07,2024-05-09,2024-05-09,received,DAP,30D,EUR,3551.68,355.17,3906.85
PO-2024-0000580,SUP_00007,DC_BCN,2024-05-08,2024-05-11,2024-05-11,received,DAP,30D,EUR,908.7,36.35,945.05
PO-2024-0000581,SUP_00007,DC_SEV,2024-05-08,2024-05-10,2024-05-10,received,DAP,30D,EUR,477.08,19.08,496.16
PO-2024-0000582,SUP_00014,DC_BCN,2024-05-08,2024-05-18,2024-05-18,received,DAP,30D,EUR,428.87,42.89,471.76
PO-2024-0000583,SUP_00016,DC_BCN,2024-05-08,2024-05-14,2024-05-14,received,DAP,30D,EUR,313.49,55.97,369.46
PO-2024-0000584,SUP_00019,DC_BCN,2024-05-09,2024-05-11,2024-05-11,received,DAP,30D,EUR,1891.28,189.13,2080.41
PO-2024-0000585,SUP_00007,DC_BCN,2024-05-09,2024-05-12,2024-05-12,received,DAP,30D,EUR,280.57,11.22,291.79
PO-2024-0000586,SUP_00007,DC_ZGZ,2024-05-09,2024-05-12,2024-05-12,received,DAP,30D,EUR,621.85,24.87,646.72
PO-2024-0000587,SUP_00019,DC_ZGZ,2024-05-09,2024-05-11,2024-05-11,received,DAP,30D,EUR,375.38,37.54,412.92
PO-2024-0000588,SUP_00017,DC_BCN,2024-05-09,2024-05-17,2024-05-17,received,DAP,30D,EUR,222.27,22.23,244.5
