payment_id,po_id,supplier_id,dc_id,obligation_date,due_date,payment_date,amount_net,amount_gross,status,days_late
SP-2024-0000512,PO-2024-0000512,SUP_00017,DC_VLC,2024-04-22,2024-05-22,2024-05-22,726.52,799.17,paid,0
SP-2024-0000513,PO-2024-0000513,SUP_00004,DC_VLC,2024-04-22,2024-05-22,2024-05-22,155.53,188.19,paid,0
SP-2024-0000399,PO-2024-0000399,SUP_00007,DC_BCN,2024-03-24,2024-05-23,2024-05-23,166.73,173.4,paid,0
SP-2024-0000515,PO-2024-0000515,SUP_00017,DC_SEV,2024-04-23,2024-05-23,2024-05-23,534.93,588.42,paid,0
SP-2024-0000401,PO-2024-0000401,SUP_00016,DC_MAD,2024-03-25,2024-05-24,2024-05-24,550.48,666.08,paid,0
SP-2024-0000522,PO-2024-0000522,SUP_00017,DC_SEV,2024-04-24,2024-05-24,2024-05-24,265.34,291.87,paid,0
SP-2024-0000525,PO-2024-0000525,SUP_00004,DC_VLC,2024-04-24,2024-05-24,2024-05-24,421.5,510.02,paid,0
SP-2024-0000403,PO-2024-0000403,SUP_00016,DC_SEV,2024-03-26,2024-05-25,2024-05-25,486.07,534.68,paid,0
SP-2024-0000404,PO-2024-0000404,SUP_00016,DC_ZGZ,2024-03-26,2024-05-25,2024-05-25,754.51,912.96,paid,0
SP-2024-0000527,PO-2024-0000527,SUP_00017,DC_MAD,2024-04-25,2024-05-25,2024-06-03,496.62,546.28,paid,9
SP-2024-0000292,PO-2024-0000292,SUP_00015,DC_SEV,2024-02-26,2024-05-26,2024-05-26,152.63,158.74,paid,0
SP-2024-0000408,PO-2024-0000408,SUP_00016,DC_BCN,2024-03-27,2024-05-26,2024-05-26,760.04,919.65,paid,0
SP-2024-0000410,PO-2024-0000410,SUP_00016,DC_ZGZ,2024-03-27,2024-05-26,2024-05-26,125.13,151.41,paid,0
SP-2024-0000529,PO-2024-0000529,SUP_00004,DC_BCN,2024-04-26,2024-05-26,2024-05-26,182.32,220.61,paid,0
SP-2024-0000531,PO-2024-0000531,SUP_00005,DC_BCN,2024-04-26,2024-05-26,2024-05-26,134.24,147.66,paid,0
SP-2024-0000534,PO-2024-0000534,SUP_00017,DC_ZGZ,2024-04-27,2024-05-27,2024-05-27,442.93,487.22,paid,0
SP-2024-0000537,PO-2024-0000537,SUP_00017,DC_BCN,2024-04-27,2024-05-27,2024-05-27,52.93,58.22,paid,0
SP-2024-0000538,PO-2024-0000538,SUP_00004,DC_VLC,2024-04-27,2024-05-27,2024-05-27,706.5,854.86,paid,0
SP-2024-0000541,PO-2024-0000541,SUP_00017,DC_VLC,2024-04-27,2024-05-27,2024-05-27,284.96,313.46,paid,0
SP-2024-0000302,PO-2024-0000302,SUP_00015,DC_BCN,2024-02-28,2024-05-28,2024-05-28,158.83,165.18,paid,0
SP-2024-0000412,PO-2024-0000412,SUP_00014,DC_MAD,2024-03-29,2024-05-28,2024-05-28,953.8,1049.18,paid,0
SP-2024-0000414,PO-2024-0000414,SUP_00007,DC_BCN,2024-03-29,2024-05-28,2024-05-28,250.39,260.41,paid,0
SP-2024-0000415,PO-2024-0000415,SUP_00007,DC_ZGZ,2024-03-29,2024-05-28,2024-05-28,157.49,190.56,paid,0
SP-2024-0000417,PO-2024-0000417,SUP_00016,DC_BCN,2024-03-29,2024-05-28,2024-05-28,450.14,544.67,paid,0
SP-2024-0000418,PO-2024-0000418,SUP_00007,DC_ZGZ,2024-03-30,2024-05-29,2024-05-29,409.3,425.67,paid,0
SP-2024-0000420,PO-2024-0000420,SUP_00007,DC_BCN,2024-03-30,2024-05-29,2024-05-29,257.67,267.98,paid,0
SP-2024-0000421,PO-2024-0000421,SUP_00014,DC_BCN,2024-03-30,2024-05-29,2024-05-29,600.31,660.34,paid,0
SP-2024-0000308,PO-2024-0000308,SUP_00015,DC_MAD,2024-03-01,2024-05-30,2024-05-30,746.39,776.25,paid,0
SP-2024-0000424,PO-2024-0000424,SUP_00016,DC_BCN,2024-03-31,2024-05-30,2024-05-30,867.33,1049.47,paid,0
SP-2024-0000425,PO-2024-0000425,SUP_00014,DC_BCN,2024-03-31,2024-05-30,2024-05-30,398.79,438.67,paid,0
SP-2024-0000426,PO-2024-0000426,SUP_00016,DC_MAD,2024-03-31,2024-05-30,2024-05-30,928.94,1124.02,paid,0
SP-2024-0000427,PO-2024-0000427,SUP_00007,DC_MAD,2024-03-31,2024-05-30,2024-05-30,424.31,441.28,paid,0
SP-2024-0000545,PO-2024-0000545,SUP_00017,DC_BCN,2024-04-30,2024-05-30,2024-05-30,73.54,80.89,paid,0
SP-2024-0000311,PO-2024-0000311,SUP_00015,DC_SEV,2024-03-02,2024-05-31,2024-05-31,635.08,660.48,paid,0
SP-2024-0000313,PO-2024-0000313,SUP_00019,DC_SEV,2024-03-02,2024-05-31,2024-06-08,553.18,608.5,paid,8
SP-2024-0000428,PO-2024-0000428,SUP_00016,DC_BCN,2024-04-01,2024-05-31,2024-05-31,144.49,174.83,paid,0
SP-2024-0000548,PO-2024-0000548,SUP_00017,DC_BCN,2024-05-01,2024-05-31,2024-05-31,534.17,587.59,paid,0
SP-2024-0000432,PO-2024-0000432,SUP_00016,DC_ZGZ,2024-04-02,2024-06-01,2024-06-10,198.51,240.2,paid,9
SP-2024-0000433,PO-2024-0000433,SUP_00014,DC_MAD,2024-04-02,2024-06-01,2024-06-01,838.1,921.91,paid,0
SP-2024-0000557,PO-2024-0000557,SUP_00017,DC_BCN,2024-05-02,2024-06-01,2024-06-01,426.22,468.84,paid,0
SP-2024-0000319,PO-2024-0000319,SUP_00015,DC_MAD,2024-03-04,2024-06-02,2024-06-02,541.94,563.62,paid,0
SP-2024-0000434,PO-2024-0000434,SUP_00016,DC_ZGZ,2024-04-03,2024-06-02,2024-06-02,595.49,720.54,paid,0
SP-2024-0000435,PO-2024-0000435,SUP_00014,DC_MAD,2024-04-03,2024-06-02,2024-06-02,1704.94,1875.43,paid,0
SP-2024-0000437,PO-2024-0000437,SUP_00007,DC_MAD,2024-04-03,2024-06-02,2024-06-02,439.29,531.54,paid,0
SP-2024-0000438,PO-2024-0000438,SUP_00014,DC_VLC,2024-04-03,2024-06-02,2024-06-02,812.31,893.54,paid,0
SP-2024-0000441,PO-2024-0000441,SUP_00007,DC_VLC,2024-04-03,2024-06-02,2024-06-02,614.85,639.44,paid,0
SP-2024-0000443,PO-2024-0000443,SUP_00016,DC_BCN,2024-04-03,2024-06-02,2024-06-05,707.78,805.47,paid,3
SP-2024-0000562,PO-2024-0000562,SUP_00017,DC_SEV,2024-05-03,2024-06-02,2024-06-02,244.64,269.1,paid,0
SP-2024-0000564,PO-2024-0000564,SUP_00004,DC_VLC,2024-05-03,2024-06-02,2024-06-02,244.36,295.68,paid,0
SP-2024-0000320,PO-2024-0000320,SUP_00019,DC_ZGZ,2024-03-05,2024-06-03,2024-06-03,405.92,446.51,paid,0
SP-2024-0000329,PO-2024-0000329,SUP_00015,DC_SEV,2024-03-05,2024-06-03,2024-06-03,206.67,214.94,paid,0
SP-2024-0000566,PO-2024-0000566,SUP_00004,DC_ZGZ,2024-05-04,2024-06-03,2024-06-03,686.65,830.85,paid,0
SP-2024-0000568,PO-2024-0000568,SUP_00017,DC_ZGZ,2024-05-04,2024-06-03,2024-06-17,139.08,152.99,paid,14
SP-2024-0000569,PO-2024-0000569,SUP_00017,DC_BCN,2024-05-04,2024-06-03,2024-06-03,186.01,204.61,paid,0
SP-2024-0000572,PO-2024-0000572,SUP_00017,DC_VLC,2024-05-04,2024-06-03,2024-06-07,196.67,216.34,paid,4
SP-2024-0000336,PO-2024-0000336,SUP_00015,DC_SEV,2024-03-06,2024-06-04,2024-06-04,213.62,222.16,paid,0
SP-2024-0000337,PO-2024-0000337,SUP_00019,DC_SEV,2024-03-06,2024-06-04,2024-06-04,263.72,290.09,paid,0
SP-2024-0000445,PO-2024-0000445,SUP_00007,DC_SEV,2024-04-05,2024-06-04,2024-06-04,208.65,252.47,paid,0
SP-2024-0000446,PO-2024-0000446,SUP_00007,DC_BCN,2024-04-05,2024-06-04,2024-06-04,536.44,649.09,paid,0
SP-2024-0000447,PO-2024-0000447,SUP_00016,DC_BCN,2024-04-05,2024-06-04,2024-06-04,143.51,157.86,paid,0
SP-2024-0000449,PO-2024-0000449,SUP_00014,DC_BCN,2024-04-05,2024-06-04,2024-06-04,442.57,486.83,paid,0
SP-2024-0000343,PO-2024-0000343,SUP_00015,DC_ZGZ,2024-03-07,2024-06-05,2024-06-05,185.62,193.04,paid,0
SP-2024-0000452,PO-2024-0000452,SUP_00016,DC_BCN,2024-04-06,2024-06-05,2024-06-05,323.29,391.18,paid,0
SP-2024-0000453,PO-2024-0000453,SUP_00007,DC_ZGZ,2024-04-06,2024-06-05,2024-06-05,520.05,540.85,paid,0
SP-2024-0000576,PO-2024-0000576,SUP_00017,DC_MAD,2024-05-06,2024-06-05,2024-06-05,635.1,698.61,paid,0
SP-2024-0000578,PO-2024-0000578,SUP_00017,DC_ZGZ,2024-05-06,2024-06-05,2024-06-05,236.25,259.87,paid,0
SP-2024-0000356,PO-2024-0000356,SUP_00019,DC_BCN,2024-03-09,2024-06-07,2024-06-07,705.08,775.59,paid,0
SP-2024-0000357,PO-2024-0000357,SUP_00015,DC_BCN,2024-03-09,2024-06-07,2024-06-07,165.2,171.81,paid,0
SP-2024-0000456,PO-2024-0000456,SUP_00016,DC_ZGZ,2024-04-08,2024-06-07,2024-06-07,142.03,156.23,paid,0
SP-2024-0000458,PO-2024-0000458,SUP_00016,DC_MAD,2024-04-09,2024-06-08,2024-06-08,1343.18,1573.44,paid,0
SP-2024-0000588,PO-2024-0000588,SUP_00017,DC_BCN,2024-05-09,2024-06-08,2024-06-08,222.27,244.5,paid,0
SP-2024-0000361,PO-2024-0000361,SUP_00019,DC_MAD,2024-03-11,2024-06-09,2024-06-09,203.05,223.36,paid,0
SP-2024-0000465,PO-2024-0000465,SUP_00016,DC_BCN,2024-04-10,2024-06-09,2024-06-09,165.0,199.65,paid,0
SP-2024-0000589,PO-2024-0000589,SUP_00017,DC_VLC,2024-05-10,2024-06-09,2024-06-09,1248.84,1373.72,paid,0
SP-2024-0000366,PO-2024-0000366,SUP_00019,DC_ZGZ,2024-03-12,2024-06-10,2024-06-10,756.42,832.06,paid,0
SP-2024-0000467,PO-2024-0000467,SUP_00014,DC_BCN,2024-04-11,2024-06-10,2024-06-10,280.92,309.01,paid,0
SP-2024-0000594,PO-2024-0000594,SUP_00004,DC_MAD,2024-05-11,2024-06-10,2024-06-10,180.31,218.18,paid,0
SP-2024-0000468,PO-2024-0000468,SUP_00016,DC_MAD,2024-04-12,2024-06-11,2024-06-15,502.51,552.76,paid,4
SP-2024-0000469,PO-2024-0000469,SUP_00016,DC_SEV,2024-04-12,2024-06-11,2024-06-11,310.88,341.97,paid,0
SP-2024-0000470,PO-2024-0000470,SUP_00014,DC_BCN,2024-04-12,2024-06-11,2024-06-11,308.34,339.17,paid,0
SP-2024-0000474,PO-2024-0000474,SUP_00007,DC_SEV,2024-04-12,2024-06-11,2024-06-11,302.21,365.67,paid,0
SP-2024-0000602,PO-2024-0000602,SUP_00004,DC_MAD,2024-05-12,2024-06-11,2024-06-11,1962.69,2374.85,paid,0
SP-2024-0000477,PO-2024-0000477,SUP_00014,DC_MAD,2024-04-13,2024-06-12,2024-06-15,353.15,388.46,paid,3
SP-2024-0000479,PO-2024-0000479,SUP_00014,DC_ZGZ,2024-04-13,2024-06-12,2024-06-12,965.56,1062.12,paid,0
SP-2024-0000480,PO-2024-0000480,SUP_00007,DC_VLC,2024-04-13,2024-06-12,2024-06-12,1526.47,1700.93,paid,0
SP-2024-0000605,PO-2024-0000605,SUP_00017,DC_BCN,2024-05-14,2024-06-13,2024-06-13,5045.84,5550.42,paid,0
SP-2024-0000607,PO-2024-0000607,SUP_00017,DC_MAD,2024-05-14,2024-06-13,2024-06-13,451.06,496.17,paid,0
SP-2024-0000373,PO-2024-0000373,SUP_00015,DC_SEV,2024-03-16,2024-06-14,2024-06-14,3017.74,3138.45,paid,0
SP-2024-0000374,PO-2024-0000374,SUP_00015,DC_BCN,2024-03-16,2024-06-14,2024-06-27,846.96,880.84,paid,13
SP-2024-0000481,PO-2024-0000481,SUP_00016,DC_ZGZ,2024-04-15,2024-06-14,2024-06-14,735.34,889.76,paid,0
SP-2024-0000482,PO-2024-0000482,SUP_00014,DC_VLC,2024-04-15,2024-06-14,2024-06-14,708.22,779.04,paid,0
SP-2024-0000379,PO-2024-0000379,SUP_00019,DC_BCN,2024-03-17,2024-06-15,2024-06-15,345.62,380.18,paid,0
SP-2024-0000484,PO-2024-0000484,SUP_00016,DC_BCN,2024-04-16,2024-06-15,2024-06-15,478.98,548.84,paid,0
SP-2024-0000485,PO-2024-0000485,SUP_00016,DC_MAD,2024-04-16,2024-06-15,2024-06-15,295.56,357.63,paid,0
SP-2024-0000615,PO-2024-0000615,SUP_00004,DC_BCN,2024-05-16,2024-06-15,2024-06-15,799.49,967.38,paid,0
SP-2024-0000486,PO-2024-0000486,SUP_00016,DC_ZGZ,2024-04-17,2024-06-16,2024-06-16,150.44,182.03,paid,0
SP-2024-0000487,PO-2024-0000487,SUP_00007,DC_BCN,2024-04-17,2024-06-16,2024-06-16,1675.26,1742.27,paid,0
SP-2024-0000617,PO-2024-0000617,SUP_00004,DC_ZGZ,2024-05-17,2024-06-16,2024-06-16,136.01,164.57,paid,0
SP-2024-0000387,PO-2024-0000387,SUP_00015,DC_SEV,2024-03-19,2024-06-17,2024-06-17,190.37,197.98,paid,0
SP-2024-0000494,PO-2024-0000494,SUP_00016,DC_BCN,2024-04-18,2024-06-17,2024-06-17,548.86,664.12,paid,0
SP-2024-0000624,PO-2024-0000624,SUP_00004,DC_MAD,2024-05-18,2024-06-17,2024-06-17,222.44,269.15,paid,0
SP-2024-0000496,PO-2024-0000496,SUP_00016,DC_BCN,2024-04-19,2024-06-18,2024-06-18,320.59,352.65,paid,0
SP-2024-0000498,PO-2024-0000498,SUP_00016,DC_VLC,2024-04-19,2024-06-18,2024-06-28,799.1,966.91,paid,10
SP-2024-0000500,PO-2024-0000500,SUP_00014,DC_MAD,2024-04-19,2024-06-18,2024-06-18,2001.76,2201.94,paid,0
SP-2024-0000391,PO-2024-0000391,SUP_00015,DC_VLC,2024-03-21,2024-06-19,2024-06-19,289.71,301.3,paid,0
SP-2024-0000501,PO-2024-0000501,SUP_00007,DC_ZGZ,2024-04-20,2024-06-19,2024-06-19,618.06,747.85,paid,0
SP-2024-0000502,PO-2024-0000502,SUP_00016,DC_SEV,2024-04-20,2024-06-19,2024-06-19,398.53,438.38,paid,0
SP-2024-0000503,PO-2024-0000503,SUP_00007,DC_VLC,2024-04-20,2024-06-19,2024-06-19,630.8,656.03,paid,0
SP-2024-0000504,PO-2024-0000504,SUP_00016,DC_VLC,2024-04-20,2024-06-19,2024-06-19,483.89,585.51,paid,0
SP-2024-0000506,PO-2024-0000506,SUP_00007,DC_MAD,2024-04-20,2024-06-19,2024-06-19,497.74,517.65,paid,0
SP-2024-0000627,PO-2024-0000627,SUP_00017,DC_SEV,2024-05-20,2024-06-19,2024-06-19,1625.87,1788.46,paid,0
SP-2024-0000393,PO-2024-0000393,SUP_00015,DC_BCN,2024-03-23,2024-06-21,2024-06-21,196.46,204.32,paid,0
SP-2024-0000395,PO-2024-0000395,SUP_00015,DC_VLC,2024-03-23,2024-06-21,2024-06-21,379.15,394.32,paid,0
SP-2024-0000396,PO-2024-0000396,SUP_00019,DC_VLC,2024-03-23,2024-06-21,2024-06-21,1173.55,1290.91,paid,0
SP-2024-0000507,PO-2024-0000507,SUP_00016,DC_MAD,2024-04-22,2024-06-21,2024-06-21,721.57,873.1,paid,0
SP-2024-0000508,PO-2024-0000508,SUP_00016,DC_BCN,2024-04-22,2024-06-21,2024-06-21,145.03,159.53,paid,0
SP-2024-0000510,PO-2024-0000510,SUP_00014,DC_VLC,2024-04-22,2024-06-21,2024-06-21,377.77,415.55,paid,0
SP-2024-0000514,PO-2024-0000514,SUP_00016,DC_VLC,2024-04-22,2024-06-21,2024-06-21,312.73,378.4,paid,0
SP-2024-0000518,PO-2024-0000518,SUP_00007,DC_BCN,2024-04-23,2024-06-22,2024-07-03,286.92,298.4,paid,11
SP-2024-0000638,PO-2024-0000638,SUP_00017,DC_MAD,2024-05-23,2024-06-22,2024-06-22,1096.92,1206.61,paid,0
SP-2024-0000520,PO-2024-0000520,SUP_00016,DC_SEV,2024-04-24,2024-06-23,2024-06-23,707.93,856.6,paid,0
SP-2024-0000521,PO-2024-0000521,SUP_00014,DC_SEV,2024-04-24,2024-06-23,2024-06-23,341.22,375.34,paid,0
SP-2024-0000523,PO-2024-0000523,SUP_00007,DC_SEV,2024-04-24,2024-06-23,2024-06-23,272.44,329.65,paid,0
SP-2024-0000524,PO-2024-0000524,SUP_00014,DC_VLC,2024-04-24,2024-06-23,2024-06-23,1996.67,2196.34,paid,0
SP-2024-0000526,PO-2024-0000526,SUP_00016,DC_BCN,2024-04-24,2024-06-23,2024-06-23,138.03,151.83,paid,0
SP-2024-0000639,PO-2024-0000639,SUP_00017,DC_SEV,2024-05-24,2024-06-23,2024-06-23,227.76,250.54,paid,0
SP-2024-0000405,PO-2024-0000405,SUP_00015,DC_ZGZ,2024-03-26,2024-06-24,2024-06-24,76.77,79.84,paid,0
SP-2024-0000406,PO-2024-0000406,SUP_00019,DC_ZGZ,2024-03-26,2024-06-24,2024-06-24,1131.11,1244.22,paid,0
SP-2024-0000528,PO-2024-0000528,SUP_00014,DC_MAD,2024-04-25,2024-06-24,2024-06-24,370.59,407.65,paid,0
SP-2024-0000644,PO-2024-0000644,SUP_00017,DC_MAD,2024-05-25,2024-06-24,2024-06-24,533.68,587.05,paid,0
SP-2024-0000648,PO-2024-0000648,SUP_00004,DC_SEV,2024-05-25,2024-06-24,2024-06-24,297.17,359.58,paid,0
SP-2024-0000530,PO-2024-0000530,SUP_00014,DC_BCN,2024-04-26,2024-06-25,2024-06-25,590.78,649.86,paid,0
SP-2024-0000532,PO-2024-0000532,SUP_00007,DC_VLC,2024-04-26,2024-06-25,2024-06-25,227.53,236.63,paid,0
SP-2024-0000533,PO-2024-0000533,SUP_00007,DC_ZGZ,2024-04-27,2024-06-26,2024-06-26,248.34,258.27,paid,0
SP-2024-0000536,PO-2024-0000536,SUP_00014,DC_BCN,2024-04-27,2024-06-26,2024-06-26,648.74,713.61,paid,0
SP-2024-0000542,PO-2024-0000542,SUP_00014,DC_VLC,2024-04-27,2024-06-26,2024-07-03,648.07,712.88,paid,7
SP-2024-0000413,PO-2024-0000413,SUP_00015,DC_BCN,2024-03-29,2024-06-27,2024-06-27,215.25,223.86,paid,0
SP-2024-0000416,PO-2024-0000416,SUP_00015,DC_ZGZ,2024-03-29,2024-06-27,2024-06-27,176.48,183.54,paid,0
SP-2024-0000650,PO-2024-0000650,SUP_00017,DC_BCN,2024-05-28,2024-06-27,2024-06-27,510.44,561.48,paid,0
SP-2024-0000653,PO-2024-0000653,SUP_00017,DC_ZGZ,2024-05-28,2024-06-27,2024-06-27,175.31,192.84,paid,0
SP-2024-0000544,PO-2024-0000544,SUP_00016,DC_BCN,2024-04-29,2024-06-28,2024-06-28,583.12,705.58,paid,0
SP-2024-0000658,PO-2024-0000658,SUP_00004,DC_SEV,2024-05-29,2024-06-28,2024-06-28,158.93,192.31,paid,0
SP-2024-0000546,PO-2024-0000546,SUP_00014,DC_BCN,2024-04-30,2024-06-29,2024-06-29,234.22,257.64,paid,0
SP-2024-0000662,PO-2024-0000662,SUP_00004,DC_VLC,2024-05-30,2024-06-29,2024-06-29,91.55,110.78,paid,0
SP-2024-0000664,PO-2024-0000664,SUP_00017,DC_VLC,2024-05-30,2024-06-29,2024-06-29,709.57,780.53,paid,0
SP-2024-0000667,PO-2024-0000667,SUP_00017,DC_BCN,2024-05-30,2024-06-29,2024-06-29,287.03,315.73,paid,0
SP-2024-0000429,PO-2024-0000429,SUP_00015,DC_VLC,2024-04-01,2024-06-30,2024-06-30,304.42,316.6,paid,0
SP-2024-0000430,PO-2024-0000430,SUP_00015,DC_BCN,2024-04-01,2024-06-30,2024-06-30,333.95,347.31,paid,0
SP-2024-0000549,PO-2024-0000549,SUP_00016,DC_MAD,2024-05-01,2024-06-30,2024-06-30,752.03,909.96,paid,0
SP-2024-0000550,PO-2024-0000550,SUP_00014,DC_MAD,2024-05-01,2024-06-30,2024-06-30,368.65,405.52,paid,0
SP-2024-0000551,PO-2024-0000551,SUP_00007,DC_MAD,2024-05-01,2024-06-30,2024-06-30,787.47,818.97,paid,0
SP-2024-0000552,PO-2024-0000552,SUP_00014,DC_BCN,2024-05-02,2024-07-01,2024-07-01,2424.67,2667.14,paid,0
SP-2024-0000554,PO-2024-0000554,SUP_00016,DC_SEV,2024-05-02,2024-07-01,2024-07-01,268.99,325.48,paid,0
SP-2024-0000555,PO-2024-0000555,SUP_00016,DC_VLC,2024-05-02,2024-07-01,2024-07-01,436.04,527.61,paid,0
SP-2024-0000556,PO-2024-0000556,SUP_00007,DC_VLC,2024-05-02,2024-07-01,2024-07-01,310.62,375.85,paid,0
SP-2024-0000675,PO-2024-0000675,SUP_00004,DC_ZGZ,2024-06-01,2024-07-01,2024-07-01,158.71,192.04,paid,0
SP-2024-0000559,PO-2024-0000559,SUP_00007,DC_MAD,2024-05-03,2024-07-02,2024-07-02,3710.69,3859.12,paid,0
SP-2024-0000560,PO-2024-0000560,SUP_00007,DC_SEV,2024-05-03,2024-07-02,2024-07-02,2047.18,2129.07,paid,0
SP-2024-0000561,PO-2024-0000561,SUP_00016,DC_SEV,2024-05-03,2024-07-02,2024-07-10,286.04,346.11,paid,8
SP-2024-0000565,PO-2024-0000565,SUP_00007,DC_BCN,2024-05-03,2024-07-02,2024-07-02,1062.53,1105.03,paid,0
SP-2024-0000444,PO-2024-0000444,SUP_00019,DC_BCN,2024-04-04,2024-07-03,2024-07-03,467.11,513.82,paid,0
SP-2024-0000567,PO-2024-0000567,SUP_00014,DC_ZGZ,2024-05-04,2024-07-03,2024-07-03,434.94,478.43,paid,0
SP-2024-0000570,PO-2024-0000570,SUP_00014,DC_SEV,2024-05-04,2024-07-03,2024-07-03,625.33,687.86,paid,0
SP-2024-0000571,PO-2024-0000571,SUP_00016,DC_SEV,2024-05-04,2024-07-03,2024-07-03,481.28,582.35,paid,0
SP-2024-0000681,PO-2024-0000681,SUP_00004,DC_VLC,2024-06-03,2024-07-03,2024-07-03,152.45,184.46,paid,0
SP-2024-0000683,PO-2024-0000683,SUP_00004,DC_SEV,2024-06-03,2024-07-03,2024-07-03,677.97,820.34,paid,0
SP-2024-0000448,PO-2024-0000448,SUP_00015,DC_SEV,2024-04-05,2024-07-04,2024-07-04,199.23,207.2,paid,0
SP-2024-0000450,PO-2024-0000450,SUP_00015,DC_BCN,2024-04-05,2024-07-04,2024-07-04,251.09,261.13,paid,0
SP-2024-0000573,PO-2024-0000573,SUP_00007,DC_MAD,2024-05-05,2024-07-04,2024-07-04,1264.72,1483.24,paid,0
SP-2024-0000574,PO-2024-0000574,SUP_00016,DC_MAD,2024-05-05,2024-07-04,2024-07-04,511.98,619.5,paid,0
SP-2024-0000454,PO-2024-0000454,SUP_00019,DC_ZGZ,2024-04-06,2024-07-05,2024-07-05,325.54,358.09,paid,0
SP-2024-0000575,PO-2024-0000575,SUP_00016,DC_ZGZ,2024-05-06,2024-07-05,2024-07-05,787.2,952.51,paid,0
SP-2024-0000577,PO-2024-0000577,SUP_00014,DC_MAD,2024-05-06,2024-07-05,2024-07-05,664.22,730.64,paid,0
SP-2024-0000687,PO-2024-0000687,SUP_00005,DC_SEV,2024-06-05,2024-07-05,2024-07-05,477.12,524.83,paid,0
SP-2024-0000455,PO-2024-0000455,SUP_00019,DC_BCN,2024-04-07,2024-07-06,2024-07-18,497.51,547.26,paid,12
SP-2024-0000580,PO-2024-0000580,SUP_00007,DC_BCN,2024-05-08,2024-07-07,2024-07-07,908.7,945.05,paid,0
SP-2024-0000581,PO-2024-0000581,SUP_00007,DC_SEV,2024-05-08,2024-07-07,2024-07-07,477.08,496.16,paid,0
SP-2024-0000582,PO-2024-0000582,SUP_00014,DC_BCN,2024-05-08,2024-07-07,2024-07-07,428.87,471.76,paid,0
SP-2024-0000583,PO-2024-0000583,SUP_00016,DC_BCN,2024-05-08,2024-07-07,2024-07-07,313.49,369.46,paid,0
SP-2024-0000457,PO-2024-0000457,SUP_00015,DC_MAD,2024-04-09,2024-07-08,2024-07-08,370.94,385.78,paid,0
SP-2024-0000461,PO-2024-0000461,SUP_00019,DC_BCN,2024-04-09,2024-07-08,2024-07-08,323.65,356.02,paid,0
SP-2024-0000585,PO-2024-0000585,SUP_00007,DC_BCN,2024-05-09,2024-07-08,2024-07-08,280.57,291.79,paid,0
SP-2024-0000586,PO-2024-0000586,SUP_00007,DC_ZGZ,2024-05-09,2024-07-08,2024-07-08,621.85,646.72,paid,0
SP-2024-0000700,PO-2024-0000700,SUP_00004,DC_SEV,2024-06-08,2024-07-08,2024-07-08,347.31,420.25,paid,0
SP-2024-0000464,PO-2024-0000464,SUP_00015,DC_BCN,2024-04-10,2024-07-09,2024-07-09,1794.26,1866.03,paid,0
SP-2024-0000590,PO-2024-0000590,SUP_00014,DC_VLC,2024-05-10,2024-07-09,2024-07-09,1449.25,1594.18,paid,0
SP-2024-0000592,PO-2024-0000592,SUP_00007,DC_VLC,2024-05-10,2024-07-09,2024-07-09,5758.83,5989.18,paid,0
SP-2024-0000593,PO-2024-0000593,SUP_00007,DC_BCN,2024-05-10,2024-07-09,2024-07-09,493.97,525.21,paid,0
SP-2024-0000595,PO-2024-0000595,SUP_00016,DC_SEV,2024-05-11,2024-07-10,2024-07-13,563.66,620.03,paid,3
SP-2024-0000596,PO-2024-0000596,SUP_00007,DC_SEV,2024-05-11,2024-07-10,2024-07-10,545.61,567.43,paid,0
SP-2024-0000597,PO-2024-0000597,SUP_00007,DC_BCN,2024-05-11,2024-07-10,2024-07-10,581.26,703.32,paid,0
SP-2024-0000600,PO-2024-0000600,SUP_00016,DC_MAD,2024-05-11,2024-07-10,2024-07-19,2152.77,2604.85,paid,9
SP-2024-0000473,PO-2024-0000473,SUP_00019,DC_BCN,2024-04-12,2024-07-11,2024-07-11,358.91,394.8,paid,0
SP-2024-0000603,PO-2024-0000603,SUP_00007,DC_MAD,2024-05-12,2024-07-11,2024-07-11,439.98,457.58,paid,0
SP-2024-0000706,PO-2024-0000706,SUP_00017,DC_SEV,2024-06-11,2024-07-11,2024-07-11,701.04,771.14,paid,0
SP-2024-0000475,PO-2024-0000475,SUP_00019,DC_MAD,2024-04-13,2024-07-12,2024-07-12,479.17,527.09,paid,0
SP-2024-0000476,PO-2024-0000476,SUP_00015,DC_MAD,2024-04-13,2024-07-12,2024-07-12,93.32,97.05,paid,0
SP-2024-0000478,PO-2024-0000478,SUP_00015,DC_ZGZ,2024-04-13,2024-07-12,2024-07-12,469.16,487.93,paid,0
SP-2024-0000604,PO-2024-0000604,SUP_00014,DC_MAD,2024-05-13,2024-07-12,2024-07-12,537.73,591.5,paid,0
SP-2024-0000608,PO-2024-0000608,SUP_00007,DC_BCN,2024-05-14,2024-07-13,2024-07-13,138.63,144.18,paid,0
SP-2024-0000609,PO-2024-0000609,SUP_00014,DC_BCN,2024-05-14,2024-07-13,2024-07-13,207.5,228.25,paid,0
SP-2024-0000708,PO-2024-0000708,SUP_00004,DC_BCN,2024-06-13,2024-07-13,2024-07-13,612.68,741.34,paid,0
SP-2024-0000709,PO-2024-0000709,SUP_00017,DC_ZGZ,2024-06-13,2024-07-13,2024-07-13,189.85,208.83,paid,0
