sale_id,line_number,product_id,quantity_ordered,quantity_delivered,unit_price_net,discount_pct,tax_rate,line_total_net
SO-2024-0001228,100,PROD_002200,3,3,1.2273,0.0,0.1,3.68
SO-2024-0001228,110,PROD_001741,2,2,1.2273,0.0,0.1,2.45
SO-2024-0001228,120,PROD_002926,2,2,2.8099,0.0,0.21,5.62
SO-2024-0001228,130,PROD_001788,1,1,2.0909,0.0,0.1,2.09
SO-2024-0001228,140,PROD_002080,1,1,4.8654,0.1,0.04,4.38
SO-2024-0001228,150,PROD_003019,2,2,3.5909,0.0,0.1,7.18
SO-2024-0001228,160,PROD_003653,2,2,3.5455,0.0,0.1,7.09
SO-2024-0001228,170,PROD_000229,3,3,2.6364,0.0,0.1,7.91
SO-2024-0001228,180,PROD_000767,1,1,3.3884,0.0,0.21,3.39
SO-2024-0001228,190,PROD_001889,1,1,2.9091,0.0,0.1,2.91
SO-2024-0001228,200,PROD_002976,1,1,3.5,0.0,0.1,3.5
SO-2024-0001228,210,PROD_000827,4,4,1.5207,0.0,0.21,6.08
SO-2024-0001228,220,PROD_001687,7,7,1.2019,0.0,0.04,8.41
SO-2024-0001229,10,PROD_000758,1,1,2.8926,0.0,0.21,2.89
SO-2024-0001229,20,PROD_003441,4,4,1.9008,0.15,0.21,6.46
SO-2024-0001229,30,PROD_002806,1,1,2.2727,0.15,0.21,1.93
SO-2024-0001229,40,PROD_000854,2,2,1.0909,0.0,0.1,2.18
SO-2024-0001229,50,PROD_003638,1,1,0.6612,0.2,0.21,0.53
SO-2024-0001229,60,PROD_001690,5,5,1.1157,0.0,0.21,5.58
SO-2024-0001230,10,PROD_002591,1,1,0.4423,0.0,0.04,0.44
SO-2024-0001230,20,PROD_003041,1,1,1.4959,0.15,0.21,1.27
SO-2024-0001230,30,PROD_002653,2,2,1.157,0.2,0.21,1.85
SO-2024-0001230,40,PROD_000072,1,1,1.8182,0.0,0.21,1.82
SO-2024-0001230,50,PROD_001206,2,2,1.125,0.0,0.04,2.25
SO-2024-0001230,60,PROD_003240,3,3,1.6364,0.1,0.1,4.42
SO-2024-0001230,70,PROD_000127,1,1,19.3558,0.0,0.04,19.36
SO-2024-0001230,80,PROD_003387,2,2,1.4463,0.0,0.21,2.89
SO-2024-0001230,90,PROD_000842,2,2,2.5091,0.0,0.1,5.02
SO-2024-0001230,100,PROD_000445,2,2,2.0192,0.0,0.04,4.04
SO-2024-0001230,110,PROD_000480,3,3,5.8182,0.0,0.1,17.45
SO-2024-0001230,120,PROD_001308,3,3,3.0455,0.0,0.1,9.14
SO-2024-0001230,130,PROD_001671,1,1,1.2788,0.0,0.04,1.28
SO-2024-0001230,140,PROD_000316,1,1,1.3558,0.15,0.04,1.15
SO-2024-0001230,150,PROD_003517,1,1,0.6198,0.0,0.21,0.62
SO-2024-0001230,160,PROD_000735,3,3,1.2397,0.0,0.21,3.72
SO-2024-0001230,170,PROD_000737,1,1,3.2231,0.1,0.21,2.9
SO-2024-0001230,180,PROD_001945,2,2,1.6364,0.1,0.1,2.95
SO-2024-0001230,190,PROD_003409,1,1,1.2397,0.0,0.21,1.24
SO-2024-0001230,200,PROD_000437,5,5,1.1058,0.0,0.04,5.53
SO-2024-0001230,210,PROD_002122,1,1,2.4038,0.0,0.04,2.4
SO-2024-0001230,220,PROD_002328,1,1,4.0727,0.0,0.1,4.07
SO-2024-0001230,230,PROD_000368,2,2,6.6818,0.0,0.1,13.36
SO-2024-0001230,240,PROD_002126,2,2,3.5909,0.1,0.1,6.46
SO-2024-0001230,250,PROD_002852,3,3,1.8595,0.0,0.21,5.58
SO-2024-0001231,10,PROD_000612,1,1,1.0818,0.0,0.1,1.08
SO-2024-0001231,20,PROD_003429,5,5,1.281,0.0,0.21,6.4
SO-2024-0001231,30,PROD_001573,1,1,0.8264,0.0,0.21,0.83
SO-2024-0001231,40,PROD_002066,1,1,1.0,0.1,0.04,0.9
SO-2024-0001231,50,PROD_002401,3,3,2.4091,0.0,0.1,7.23
SO-2024-0001231,60,PROD_000465,4,4,0.8173,0.0,0.04,3.27
SO-2024-0001231,70,PROD_001869,1,1,1.7273,0.0,0.1,1.73
SO-2024-0001231,80,PROD_000189,3,3,1.7788,0.0,0.04,5.34
SO-2024-0001231,90,PROD_002676,1,1,3.3058,0.0,0.21,3.31
SO-2024-0001231,100,PROD_002501,1,1,2.3636,0.1,0.1,2.13
SO-2024-0001231,110,PROD_001478,3,3,3.0992,0.0,0.21,9.3
SO-2024-0001231,120,PROD_001223,2,2,1.4904,0.0,0.04,2.98
SO-2024-0001231,130,PROD_001059,1,1,5.4273,0.1,0.1,4.88
SO-2024-0001231,140,PROD_003479,1,1,1.3223,0.0,0.21,1.32
SO-2024-0001232,10,PROD_000059,1,1,3.4463,0.0,0.21,3.45
SO-2024-0001232,20,PROD_002279,1,1,1.9818,0.1,0.1,1.78
SO-2024-0001232,30,PROD_002532,2,2,1.6818,0.0,0.1,3.36
SO-2024-0001232,40,PROD_002366,2,2,0.9091,0.0,0.1,1.82
SO-2024-0001232,50,PROD_000097,4,4,1.2397,0.0,0.21,4.96
SO-2024-0001232,60,PROD_000986,1,1,1.3462,0.0,0.04,1.35
SO-2024-0001232,70,PROD_001269,1,1,1.6273,0.2,0.1,1.3
SO-2024-0001232,80,PROD_000034,1,1,1.7769,0.0,0.21,1.78
SO-2024-0001232,90,PROD_003168,1,1,1.1983,0.1,0.21,1.08
SO-2024-0001232,100,PROD_000691,1,1,1.5909,0.0,0.1,1.59
SO-2024-0001233,10,PROD_000439,2,1,7.0,0.1,0.1,6.3
SO-2024-0001233,20,PROD_002283,4,3,0.7438,0.15,0.21,1.9
SO-2024-0001233,30,PROD_002774,2,2,1.405,0.0,0.21,2.81
SO-2024-0001233,40,PROD_001935,1,1,0.2091,0.0,0.1,0.21
SO-2024-0001233,50,PROD_000279,2,2,2.1538,0.0,0.04,4.31
SO-2024-0001233,60,PROD_003092,1,1,4.0083,0.0,0.21,4.01
SO-2024-0001233,70,PROD_001497,1,1,2.0455,0.0,0.1,2.05
SO-2024-0001234,10,PROD_003235,3,3,2.686,0.0,0.21,8.06
SO-2024-0001234,20,PROD_003019,2,2,3.5909,0.0,0.1,7.18
SO-2024-0001234,30,PROD_002894,4,4,5.4091,0.0,0.1,21.64
SO-2024-0001234,40,PROD_000763,1,1,4.9587,0.0,0.21,4.96
SO-2024-0001235,10,PROD_001135,1,1,2.4273,0.0,0.1,2.43
SO-2024-0001235,20,PROD_002568,3,3,21.2182,0.0,0.1,63.65
SO-2024-0001236,10,PROD_001418,4,4,11.8365,0.0,0.04,47.35
SO-2024-0001236,20,PROD_001125,1,1,1.6818,0.0,0.1,1.68
SO-2024-0001236,30,PROD_001202,1,1,1.0577,0.0,0.04,1.06
SO-2024-0001236,40,PROD_001591,1,1,0.8545,0.0,0.1,0.85
SO-2024-0001236,50,PROD_002625,1,1,3.3058,0.1,0.21,2.98
SO-2024-0001236,60,PROD_002545,1,1,2.1818,0.1,0.1,1.96
SO-2024-0001237,10,PROD_003196,1,1,2.4793,0.0,0.21,2.48
SO-2024-0001237,20,PROD_000272,2,2,2.5182,0.3,0.1,3.53
SO-2024-0001237,30,PROD_001520,1,1,4.6442,0.0,0.04,4.64
SO-2024-0001237,40,PROD_000092,2,2,2.9835,0.0,0.21,5.97
SO-2024-0001237,50,PROD_003370,2,2,1.3223,0.0,0.21,2.64
SO-2024-0001238,10,PROD_000752,1,1,1.1157,0.0,0.21,1.12
SO-2024-0001238,20,PROD_001879,1,1,1.9091,0.0,0.1,1.91
SO-2024-0001238,30,PROD_001298,1,1,1.0096,0.0,0.04,1.01
SO-2024-0001238,40,PROD_001685,4,4,1.6364,0.0,0.1,6.55
SO-2024-0001238,50,PROD_001343,2,2,0.8173,0.0,0.04,1.63
SO-2024-0001238,60,PROD_000075,1,1,4.9587,0.0,0.21,4.96
SO-2024-0001238,70,PROD_002607,2,2,3.5636,0.0,0.1,7.13
SO-2024-0001238,80,PROD_003677,7,7,1.2981,0.0,0.04,9.09
SO-2024-0001238,90,PROD_003118,1,1,3.2231,0.0,0.21,3.22
SO-2024-0001238,100,PROD_000378,1,1,2.1074,0.0,0.21,2.11
SO-2024-0001238,110,PROD_002478,5,5,3.5455,0.0,0.1,17.73
SO-2024-0001239,10,PROD_002126,5,5,3.5909,0.3,0.1,12.57
SO-2024-0001239,20,PROD_003658,3,3,5.1923,0.0,0.04,15.58
SO-2024-0001239,30,PROD_002809,2,2,3.0992,0.0,0.21,6.2
SO-2024-0001239,40,PROD_003607,3,3,1.5909,0.0,0.1,4.77
SO-2024-0001239,50,PROD_003513,1,1,1.7355,0.1,0.21,1.56
SO-2024-0001239,60,PROD_003524,2,2,1.9339,0.2,0.21,3.09
SO-2024-0001239,70,PROD_002049,1,1,1.8182,0.0,0.1,1.82
SO-2024-0001239,80,PROD_002962,2,2,3.2231,0.0,0.21,6.45
SO-2024-0001239,90,PROD_001990,1,1,1.4423,0.0,0.04,1.44
SO-2024-0001239,100,PROD_001750,5,5,5.1731,0.0,0.04,25.87
SO-2024-0001240,10,PROD_002940,1,1,1.6529,0.0,0.21,1.65
SO-2024-0001240,20,PROD_000694,1,1,1.9091,0.0,0.1,1.91
SO-2024-0001240,30,PROD_002175,1,1,2.0455,0.0,0.1,2.05
SO-2024-0001240,40,PROD_000093,2,2,2.1488,0.0,0.21,4.3
SO-2024-0001240,50,PROD_002749,2,2,3.2231,0.0,0.21,6.45
SO-2024-0001240,60,PROD_000454,1,1,0.9091,0.15,0.1,0.77
SO-2024-0001240,70,PROD_002064,1,1,1.6346,0.0,0.04,1.63
SO-2024-0001240,80,PROD_002011,1,1,4.1818,0.25,0.1,3.14
SO-2024-0001240,90,PROD_000702,1,1,0.5909,0.25,0.1,0.44
SO-2024-0001240,100,PROD_002395,1,1,1.3636,0.0,0.1,1.36
SO-2024-0001240,110,PROD_000137,3,3,1.2182,0.0,0.1,3.65
SO-2024-0001240,120,PROD_003464,2,2,1.3636,0.1,0.21,2.45
SO-2024-0001240,130,PROD_003537,2,2,3.0165,0.15,0.21,5.13
SO-2024-0001240,140,PROD_003393,2,2,1.281,0.0,0.21,2.56
SO-2024-0001240,150,PROD_003583,1,1,0.9818,0.0,0.1,0.98
SO-2024-0001240,160,PROD_003092,3,3,4.0083,0.0,0.21,12.02
SO-2024-0001241,10,PROD_002409,1,1,0.7273,0.0,0.1,0.73
SO-2024-0001241,20,PROD_002040,1,1,5.9545,0.0,0.1,5.95
SO-2024-0001241,30,PROD_002096,1,1,9.0,0.0,0.1,9.0
SO-2024-0001241,40,PROD_002718,1,1,9.6727,0.0,0.1,9.67
SO-2024-0001241,50,PROD_000870,1,1,2.8364,0.25,0.1,2.13
SO-2024-0001241,60,PROD_001037,6,6,1.1058,0.0,0.04,6.63
SO-2024-0001241,70,PROD_001191,3,3,0.7025,0.0,0.21,2.11
SO-2024-0001241,80,PROD_001127,1,1,1.2727,0.0,0.1,1.27
SO-2024-0001241,90,PROD_001195,1,1,1.7727,0.0,0.1,1.77
SO-2024-0001241,100,PROD_003603,3,3,0.9545,0.2,0.1,2.29
SO-2024-0001241,110,PROD_000670,1,1,1.2981,0.0,0.04,1.3
SO-2024-0001241,120,PROD_002406,2,2,1.4423,0.0,0.04,2.88
SO-2024-0001241,130,PROD_002690,1,1,1.6529,0.0,0.21,1.65
SO-2024-0001241,140,PROD_002430,6,6,6.75,0.0,0.04,40.5
SO-2024-0001241,150,PROD_003673,1,1,1.9231,0.0,0.04,1.92
SO-2024-0001241,160,PROD_001926,1,1,4.2981,0.0,0.04,4.3
SO-2024-0001241,170,PROD_003591,3,3,0.9818,0.2,0.1,2.36
SO-2024-0001241,180,PROD_003026,1,1,1.1818,0.0,0.1,1.18
SO-2024-0001241,190,PROD_003262,3,3,2.2397,0.0,0.21,6.72
SO-2024-0001241,200,PROD_001922,4,4,2.7273,0.0,0.1,10.91
SO-2024-0001242,10,PROD_003017,1,1,0.9091,0.0,0.21,0.91
SO-2024-0001242,20,PROD_003053,2,2,1.5702,0.0,0.21,3.14
SO-2024-0001242,30,PROD_000950,1,1,2.0,0.0,0.1,2.0
SO-2024-0001242,40,PROD_001190,2,2,1.25,0.0,0.04,2.5
SO-2024-0001242,50,PROD_002040,2,1,5.9545,0.0,0.1,5.95
SO-2024-0001242,60,PROD_002994,1,1,1.8182,0.0,0.21,1.82
SO-2024-0001242,70,PROD_001625,3,3,1.6818,0.0,0.1,5.05
SO-2024-0001242,80,PROD_003247,2,2,1.1157,0.0,0.21,2.23
SO-2024-0001242,90,PROD_002276,3,3,2.8182,0.0,0.1,8.45
SO-2024-0001242,100,PROD_003101,1,1,2.0661,0.0,0.21,2.07
SO-2024-0001242,110,PROD_000865,7,2,0.7308,0.0,0.04,1.46
SO-2024-0001242,120,PROD_000496,1,1,7.5,0.0,0.1,7.5
SO-2024-0001242,130,PROD_002239,1,1,0.9504,0.0,0.21,0.95
SO-2024-0001242,140,PROD_001674,3,3,1.4545,0.0,0.1,4.36
SO-2024-0001242,150,PROD_002729,1,1,4.5,0.0,0.1,4.5
SO-2024-0001242,160,PROD_000818,1,1,1.7727,0.0,0.1,1.77
SO-2024-0001242,170,PROD_003234,1,1,2.686,0.0,0.21,2.69
SO-2024-0001242,180,PROD_001578,3,3,0.3058,0.0,0.21,0.92
SO-2024-0001242,190,PROD_001275,2,2,1.7727,0.0,0.1,3.55
SO-2024-0001242,200,PROD_002667,3,3,1.7727,0.0,0.1,5.32
SO-2024-0001242,210,PROD_002752,2,2,2.0661,0.0,0.21,4.13
SO-2024-0001242,220,PROD_002124,1,1,1.5,0.1,0.1,1.35
SO-2024-0001242,230,PROD_002138,5,2,0.3306,0.0,0.21,0.66
SO-2024-0001242,240,PROD_001341,5,2,3.8942,0.1,0.04,7.01
SO-2024-0001242,250,PROD_002160,1,1,0.9231,0.0,0.04,0.92
SO-2024-0001242,260,PROD_002545,1,1,2.1818,0.0,0.1,2.18
SO-2024-0001242,270,PROD_003019,1,1,3.5909,0.0,0.1,3.59
SO-2024-0001242,280,PROD_002423,1,1,3.2727,0.2,0.1,2.62
SO-2024-0001243,10,PROD_001745,1,1,1.4545,0.0,0.1,1.45
SO-2024-0001243,20,PROD_000836,1,1,0.9038,0.0,0.04,0.9
SO-2024-0001243,30,PROD_001032,2,2,2.8512,0.15,0.21,4.85
SO-2024-0001243,40,PROD_000541,2,2,5.2115,0.0,0.04,10.42
SO-2024-0001243,50,PROD_001944,3,3,5.8455,0.1,0.1,15.78
SO-2024-0001243,60,PROD_002390,3,3,1.2727,0.0,0.1,3.82
SO-2024-0001243,70,PROD_000714,6,4,4.3388,0.15,0.21,14.75
SO-2024-0001244,10,PROD_002454,1,1,4.0,0.0,0.1,4.0
SO-2024-0001244,20,PROD_002199,1,1,4.1818,0.0,0.1,4.18
SO-2024-0001244,30,PROD_002132,1,1,1.5865,0.0,0.04,1.59
SO-2024-0001244,40,PROD_001610,3,3,2.6364,0.1,0.1,7.12
SO-2024-0001244,50,PROD_002436,1,1,1.3182,0.1,0.1,1.19
SO-2024-0001244,60,PROD_000557,2,2,1.6731,0.0,0.04,3.35
SO-2024-0001244,70,PROD_001190,1,1,1.25,0.0,0.04,1.25
SO-2024-0001244,80,PROD_001132,1,1,2.0096,0.2,0.04,1.61
SO-2024-0001244,90,PROD_001246,5,5,3.8942,0.25,0.04,14.6
SO-2024-0001244,100,PROD_002471,1,1,1.3727,0.0,0.1,1.37
SO-2024-0001244,110,PROD_002031,1,1,2.1818,0.15,0.1,1.85
SO-2024-0001244,120,PROD_002349,1,1,2.5455,0.0,0.1,2.55
SO-2024-0001244,130,PROD_000083,4,4,2.3554,0.0,0.21,9.42
SO-2024-0001244,140,PROD_001700,1,1,3.5909,0.0,0.1,3.59
SO-2024-0001244,150,PROD_003153,1,1,3.2231,0.0,0.21,3.22
SO-2024-0001244,160,PROD_002489,2,2,6.6923,0.0,0.04,13.38
SO-2024-0001244,170,PROD_003149,2,2,1.6529,0.0,0.21,3.31
SO-2024-0001244,180,PROD_000106,5,5,6.5289,0.0,0.21,32.64
SO-2024-0001245,10,PROD_001365,1,1,2.7364,0.1,0.1,2.46
SO-2024-0001245,20,PROD_001051,3,3,0.8264,0.0,0.21,2.48
SO-2024-0001245,30,PROD_001744,3,3,1.0579,0.0,0.21,3.17
SO-2024-0001245,40,PROD_003016,1,1,1.3306,0.0,0.21,1.33
SO-2024-0001245,50,PROD_001708,1,1,0.4545,0.0,0.21,0.45
SO-2024-0001245,60,PROD_002183,1,1,0.9545,0.15,0.1,0.81
SO-2024-0001245,70,PROD_001677,1,1,2.2273,0.0,0.1,2.23
SO-2024-0001245,80,PROD_001661,4,4,1.7727,0.15,0.1,6.03
SO-2024-0001245,90,PROD_003064,2,2,1.4876,0.0,0.21,2.98
SO-2024-0001245,100,PROD_000870,2,2,2.8364,0.0,0.1,5.67
SO-2024-0001245,110,PROD_000948,1,1,2.3182,0.0,0.1,2.32
SO-2024-0001245,120,PROD_000375,1,1,7.2727,0.1,0.1,6.55
SO-2024-0001245,130,PROD_002579,4,4,2.2314,0.0,0.21,8.93
SO-2024-0001245,140,PROD_000035,1,1,1.314,0.0,0.21,1.31
SO-2024-0001246,10,PROD_002797,4,4,3.0992,0.0,0.21,12.4
SO-2024-0001246,20,PROD_000835,2,2,1.1364,0.0,0.1,2.27
SO-2024-0001246,30,PROD_002029,3,3,0.8173,0.0,0.04,2.45
SO-2024-0001246,40,PROD_002923,1,1,1.3636,0.15,0.21,1.16
SO-2024-0001246,50,PROD_001991,3,3,1.4423,0.0,0.04,4.33
SO-2024-0001246,60,PROD_003462,2,2,0.7851,0.0,0.21,1.57
SO-2024-0001246,70,PROD_000057,1,1,15.8727,0.0,0.1,15.87
SO-2024-0001246,80,PROD_003083,1,1,1.4876,0.0,0.21,1.49
SO-2024-0001246,90,PROD_003411,3,3,2.3554,0.0,0.21,7.07
SO-2024-0001246,100,PROD_003213,1,1,1.5702,0.0,0.21,1.57
SO-2024-0001246,110,PROD_001801,2,2,1.1058,0.25,0.04,1.66
SO-2024-0001246,120,PROD_002566,1,1,1.8182,0.0,0.1,1.82
SO-2024-0001246,130,PROD_001685,1,1,1.6364,0.1,0.1,1.47
SO-2024-0001246,140,PROD_000673,1,1,0.9519,0.0,0.04,0.95
SO-2024-0001246,150,PROD_000153,1,1,6.75,0.1,0.04,6.08
SO-2024-0001246,160,PROD_000736,2,2,3.2231,0.0,0.21,6.45
SO-2024-0001246,170,PROD_001937,2,2,0.7025,0.25,0.21,1.05
SO-2024-0001247,10,PROD_001472,2,2,1.4545,0.0,0.1,2.91
SO-2024-0001247,20,PROD_000482,1,1,1.5385,0.15,0.04,1.31
SO-2024-0001247,30,PROD_002138,2,2,0.3306,0.0,0.21,0.66
SO-2024-0001247,40,PROD_001753,5,3,1.0577,0.0,0.04,3.17
SO-2024-0001247,50,PROD_001866,2,2,4.7364,0.0,0.1,9.47
SO-2024-0001248,10,PROD_000323,1,1,1.4545,0.0,0.1,1.45
SO-2024-0001248,20,PROD_001049,1,1,2.7727,0.0,0.1,2.77
SO-2024-0001248,30,PROD_003407,7,7,1.0744,0.0,0.21,7.52
SO-2024-0001248,40,PROD_001537,1,1,0.8182,0.0,0.1,0.82
SO-2024-0001248,50,PROD_003593,1,1,0.9545,0.0,0.1,0.95
SO-2024-0001248,60,PROD_001603,1,1,1.6364,0.15,0.1,1.39
SO-2024-0001248,70,PROD_003322,2,2,1.6942,0.0,0.21,3.39
SO-2024-0001248,80,PROD_003413,3,3,2.405,0.0,0.21,7.21
SO-2024-0001248,90,PROD_001927,2,2,1.3942,0.0,0.04,2.79
SO-2024-0001248,100,PROD_000698,5,5,1.3636,0.0,0.1,6.82
SO-2024-0001248,110,PROD_002028,1,1,1.7727,0.0,0.1,1.77
SO-2024-0001248,120,PROD_003199,1,1,5.4909,0.0,0.1,5.49
SO-2024-0001248,130,PROD_003323,1,1,2.6612,0.1,0.21,2.4
SO-2024-0001248,140,PROD_001524,1,1,2.7273,0.0,0.1,2.73
SO-2024-0001248,150,PROD_001689,1,1,2.6364,0.15,0.1,2.24
SO-2024-0001248,160,PROD_002277,4,4,1.9231,0.15,0.04,6.54
SO-2024-0001248,170,PROD_003569,2,2,11.3091,0.15,0.1,19.23
SO-2024-0001248,180,PROD_003621,2,2,12.0455,0.0,0.1,24.09
SO-2024-0001248,190,PROD_000123,1,1,0.8173,0.0,0.04,0.82
SO-2024-0001248,200,PROD_001398,1,1,3.0,0.1,0.1,2.7
SO-2024-0001248,210,PROD_001071,6,6,3.1818,0.0,0.1,19.09
SO-2024-0001249,10,PROD_000422,2,2,1.2019,0.0,0.04,2.4
SO-2024-0001249,20,PROD_003092,1,1,4.0083,0.0,0.21,4.01
SO-2024-0001249,30,PROD_002147,2,2,5.0909,0.0,0.1,10.18
SO-2024-0001250,10,PROD_002167,4,4,1.2981,0.0,0.04,5.19
SO-2024-0001250,20,PROD_000756,2,2,1.9835,0.0,0.21,3.97
SO-2024-0001250,30,PROD_000014,1,1,1.405,0.0,0.21,1.41
SO-2024-0001250,40,PROD_002234,1,1,1.7273,0.15,0.1,1.47
SO-2024-0001250,50,PROD_000704,1,1,2.3636,0.0,0.1,2.36
SO-2024-0001250,60,PROD_001617,2,2,1.5,0.0,0.04,3.0
SO-2024-0001250,70,PROD_000533,1,1,1.0577,0.0,0.04,1.06
SO-2024-0001250,80,PROD_000934,2,2,0.3365,0.0,0.04,0.67
SO-2024-0001250,90,PROD_002389,3,3,2.1442,0.1,0.04,5.79
SO-2024-0001250,100,PROD_003655,4,4,1.5385,0.0,0.04,6.15
SO-2024-0001251,10,PROD_000132,2,2,1.3636,0.0,0.1,2.73
SO-2024-0001251,20,PROD_003096,2,2,1.9421,0.0,0.21,3.88
SO-2024-0001251,30,PROD_002503,1,1,9.7182,0.0,0.1,9.72
SO-2024-0001251,40,PROD_002319,6,6,4.4545,0.0,0.1,26.73
SO-2024-0001251,50,PROD_000054,2,2,4.1322,0.0,0.21,8.26
SO-2024-0001251,60,PROD_000199,2,2,4.7455,0.0,0.1,9.49
SO-2024-0001251,70,PROD_002899,1,1,1.6529,0.0,0.21,1.65
SO-2024-0001251,80,PROD_003109,1,1,3.1405,0.15,0.21,2.67
SO-2024-0001251,90,PROD_001449,1,1,0.2636,0.0,0.1,0.26
SO-2024-0001251,100,PROD_000315,2,2,5.7,0.0,0.1,11.4
SO-2024-0001251,110,PROD_002691,2,2,3.2231,0.0,0.21,6.45
SO-2024-0001251,120,PROD_002408,3,3,1.5455,0.0,0.1,4.64
SO-2024-0001251,130,PROD_001975,1,1,1.0962,0.15,0.04,0.93
SO-2024-0001251,140,PROD_000490,2,2,0.3471,0.0,0.21,0.69
SO-2024-0001252,10,PROD_000333,1,1,2.1273,0.0,0.1,2.13
SO-2024-0001252,20,PROD_002402,2,2,1.7308,0.1,0.04,3.12
SO-2024-0001252,30,PROD_001915,2,2,2.1,0.25,0.1,3.15
SO-2024-0001252,40,PROD_001262,2,2,2.8512,0.0,0.21,5.7
SO-2024-0001252,50,PROD_002511,3,3,2.8264,0.0,0.21,8.48
SO-2024-0001252,60,PROD_001278,2,2,1.6116,0.0,0.21,3.22
SO-2024-0001253,10,PROD_000672,1,1,0.1346,0.0,0.04,0.13
SO-2024-0001253,20,PROD_000221,3,3,0.8636,0.0,0.1,2.59
SO-2024-0001253,30,PROD_002636,3,3,1.9835,0.0,0.21,5.95
SO-2024-0001253,40,PROD_002558,2,2,2.8636,0.0,0.1,5.73
SO-2024-0001253,50,PROD_000935,3,3,1.6273,0.15,0.1,4.15
SO-2024-0001253,60,PROD_000931,2,2,0.8654,0.0,0.04,1.73
SO-2024-0001253,70,PROD_001378,1,1,0.3471,0.0,0.21,0.35
SO-2024-0001253,80,PROD_000804,3,3,1.0364,0.0,0.1,3.11
SO-2024-0001253,90,PROD_000544,2,2,1.2019,0.0,0.04,2.4
SO-2024-0001253,100,PROD_001118,2,2,1.9091,0.2,0.1,3.05
SO-2024-0001253,110,PROD_000051,2,2,1.0744,0.2,0.21,1.72
SO-2024-0001253,120,PROD_003651,3,3,1.0909,0.0,0.1,3.27
SO-2024-0001254,10,PROD_003700,1,1,1.4545,0.0,0.1,1.45
SO-2024-0001254,20,PROD_001797,1,1,1.6818,0.25,0.1,1.26
SO-2024-0001254,30,PROD_000799,4,4,4.75,0.15,0.04,16.15
SO-2024-0001254,40,PROD_002949,2,2,1.1074,0.0,0.21,2.21
SO-2024-0001254,50,PROD_001901,3,3,8.9091,0.0,0.1,26.73
SO-2024-0001254,60,PROD_003219,2,2,5.7851,0.0,0.21,11.57
SO-2024-0001254,70,PROD_000299,1,1,1.8091,0.0,0.1,1.81
SO-2024-0001254,80,PROD_002543,1,1,0.7273,0.0,0.1,0.73
SO-2024-0001254,90,PROD_002605,4,4,1.7818,0.0,0.1,7.13
SO-2024-0001254,100,PROD_002175,1,1,2.0455,0.1,0.1,1.84
SO-2024-0001254,110,PROD_002077,1,1,1.2273,0.0,0.1,1.23
SO-2024-0001254,120,PROD_001252,2,2,1.5385,0.0,0.04,3.08
SO-2024-0001255,10,PROD_000814,1,1,1.2727,0.0,0.1,1.27
SO-2024-0001255,20,PROD_002798,4,4,4.1322,0.2,0.21,13.22
SO-2024-0001256,10,PROD_002379,2,2,2.5455,0.1,0.1,4.58
SO-2024-0001256,20,PROD_002181,4,4,2.0288,0.0,0.04,8.12
SO-2024-0001257,10,PROD_002947,1,1,4.5455,0.0,0.21,4.55
SO-2024-0001257,20,PROD_002475,2,1,2.7455,0.0,0.1,2.75
SO-2024-0001257,30,PROD_001253,1,1,21.2182,0.2,0.1,16.97
SO-2024-0001258,10,PROD_000132,1,1,1.3636,0.0,0.1,1.36
SO-2024-0001258,20,PROD_002951,1,1,3.2231,0.0,0.21,3.22
SO-2024-0001258,30,PROD_001781,4,2,0.7851,0.0,0.21,1.57
SO-2024-0001258,40,PROD_000167,1,1,2.0909,0.15,0.1,1.78
SO-2024-0001258,50,PROD_002596,1,1,4.3388,0.0,0.21,4.34
SO-2024-0001259,10,PROD_000871,7,1,8.6538,0.0,0.04,8.65
SO-2024-0001260,10,PROD_002291,1,1,1.0455,0.0,0.1,1.05
SO-2024-0001260,20,PROD_001977,1,1,1.0909,0.0,0.1,1.09
SO-2024-0001260,30,PROD_003020,1,1,1.3636,0.0,0.21,1.36
SO-2024-0001260,40,PROD_001905,1,1,2.5455,0.0,0.1,2.55
SO-2024-0001260,50,PROD_002192,3,3,1.7692,0.0,0.04,5.31
SO-2024-0001260,60,PROD_003556,1,1,1.5289,0.0,0.21,1.53
SO-2024-0001260,70,PROD_003259,1,1,3.3058,0.0,0.21,3.31
SO-2024-0001260,80,PROD_000211,1,1,2.5,0.0,0.1,2.5
SO-2024-0001261,10,PROD_002923,2,2,1.3636,0.0,0.21,2.73
SO-2024-0001261,20,PROD_000151,1,1,1.0455,0.15,0.1,0.89
SO-2024-0001261,30,PROD_002662,1,1,4.1322,0.3,0.21,2.89
SO-2024-0001261,40,PROD_000365,1,1,1.4091,0.0,0.1,1.41
SO-2024-0001261,50,PROD_001003,2,2,1.9091,0.1,0.1,3.44
SO-2024-0001261,60,PROD_003080,1,1,3.3058,0.0,0.21,3.31
SO-2024-0001261,70,PROD_001219,1,1,2.8727,0.0,0.1,2.87
SO-2024-0001261,80,PROD_003387,1,1,1.4463,0.0,0.21,1.45
SO-2024-0001261,90,PROD_001514,1,1,9.3818,0.0,0.1,9.38
SO-2024-0001261,100,PROD_002388,1,1,3.1,0.15,0.1,2.63
SO-2024-0001261,110,PROD_001244,2,2,1.438,0.0,0.21,2.88
SO-2024-0001261,120,PROD_000556,1,1,2.7273,0.0,0.1,2.73
